,GFT,boro,num_of_progens,numeric_ind,progen_b10sc_1,progen_b10sc_2,progen_gft_1,progen_word_1,progen_word_2,sc5_1,sc5_2,stname
252,S,1,1,N,11072001090,0,Z,W,,110720,0,79 ST EB ENTRANCE HHP NB
253,S,1,1,N,11858001020,0,,E,,118580,0,79 ST EXTENSION
254,S,1,1,N,11069001120,0,Z,W,,110690,0,79 ST HHP SOUTHBOUND EN
255,S,1,1,N,11069001100,0,Z,W,,110690,0,79 ST SB ENTRANCE HHP
256,S,1,1,N,11072501070,0,Z,W,,110725,0,79 ST WB ENTRANCE HHP NB
257,S,1,1,N,11072501090,0,Z,W,,110725,0,79 ST WESTBOUND HHP NB EN
258,S,1,2,N,11857001010,13535001010,,E,W,118570,135350,79 STREET
259,S,1,1,N,11072001120,0,Z,W,,110720,0,79 STREET EB HHP NB EN
260,S,1,1,N,11858001010,0,,E,,118580,0,79 STREET EXTENSION
261,S,1,1,N,11069001110,0,Z,W,,110690,0,79 STREET HHP SB EN
262,S,1,1,N,11069001090,0,Z,W,,110690,0,79 STREET SB ENTRANCE HHP
263,S,1,1,N,11072501100,0,Z,W,,110725,0,79 STREET WB HHP NB EN
264,S,1,2,N,11859001010,13537001010,,E,W,118590,135370,80 STREET
265,S,1,1,N,19751014020,0,B,E,,197510,0,81 ST PEDESTRIAN OVERPASS
266,S,1,2,N,11861001010,13539001010,,E,W,118610,135390,81 STREET
267,S,1,1,N,19751014010,0,B,E,,197510,0,81 STREET PEDESTRIAN OVPS
268,S,1,1,N,11864001020,0,,E,,118640,0,82 ST EXTENSION
269,S,1,2,N,11863001010,13541001010,,E,W,118630,135410,82 STREET
270,S,1,1,N,11864001010,0,,E,,118640,0,82 STREET EXTENSION
271,S,1,2,N,11865001010,13543001010,,E,W,118650,135430,83 STREET
272,S,1,1,N,11868001020,0,,E,,118680,0,84 ST EXTENSION
273,S,1,2,N,11867001010,13545002010,,E,W,118670,135450,84 STREET
274,S,1,1,N,11868001010,0,,E,,118680,0,84 STREET EXTENSION
275,S,1,2,N,11869001010,13547001010,,E,W,118690,135470,85 STREET
276,S,1,2,N,11871001010,13549001010,,E,W,118710,135490,86 STREET
277,S,1,2,N,11873001010,13551001010,,E,W,118730,135510,87 STREET
278,S,1,2,N,11875001010,13553001010,,E,W,118750,135530,88 STREET
279,S,1,2,N,11877001010,13555001010,,E,W,118770,135550,89 STREET
280,S,1,1,N,11880001020,0,,E,,118800,0,90 ST EXTENSION
281,S,1,2,N,11879001010,13557002010,,E,W,118790,135570,90 STREET
282,S,1,1,N,11880001010,0,,E,,118800,0,90 STREET EXTENSION
283,S,1,2,N,11881001010,13559001010,,E,W,118810,135590,91 STREET
284,S,1,1,N,11092001230,0,Z,E,,110920,0,92 ST FDR DRIVE NB EN
285,S,1,1,N,11079501110,0,Z,E,,110795,0,92 ST FDR DRIVE SB EN
286,S,1,1,N,11092001210,0,Z,E,,110920,0,92 ST NB ENTRANCE FDR DRV
287,S,1,1,N,11079501090,0,Z,E,,110795,0,92 ST SB ENTRANCE FDR DRV
288,S,1,2,N,11882001010,13561001010,,E,W,118820,135610,92 STREET
289,S,1,1,N,11092001240,0,Z,E,,110920,0,92 STREET FDR DRIVE NB EN
290,S,1,1,N,11079501120,0,Z,E,,110795,0,92 STREET FDR DRIVE SB EN
291,S,1,2,N,11883001010,13563001010,,E,W,118830,135630,93 STREET
292,S,1,1,N,11886001020,0,,E,,118860,0,94 ST EXTENSION
293,S,1,2,N,11885001010,13565001010,,E,W,118850,135650,94 STREET
294,S,1,1,N,11886001010,0,,E,,118860,0,94 STREET EXTENSION
295,S,1,2,N,11887001010,13567001010,,E,W,118870,135670,95 STREET
296,S,1,1,N,11889002020,0,,E,,118890,0,96 ST EASTBOUND ROADBED
297,S,1,1,N,11890001020,0,,E,,118900,0,96 ST EXTENSION
298,S,1,1,N,11084001110,0,Z,E,,110840,0,96 ST FDR DRIVE NB EN
299,S,1,1,N,11079501320,0,Z,E,,110795,0,96 ST FDR DRIVE SB EN
300,S,1,1,N,11074001110,0,Z,W,,110740,0,96 ST HHP NORTHBOUND EN
301,S,1,1,N,11070001110,0,Z,W,,110700,0,96 ST HHP SOUTHBOUND EN
302,S,1,1,N,11084001090,0,Z,E,,110840,0,96 ST NB ENTRANCE FDR DRV
303,S,1,1,N,11074001090,0,Z,W,,110740,0,96 ST NB ENTRANCE HHP
304,S,1,1,N,11079501300,0,Z,E,,110795,0,96 ST SB ENTRANCE FDR DRV
305,S,1,1,N,11070001090,0,Z,W,,110700,0,96 ST SB ENTRANCE HHP
306,S,1,1,N,11889003020,0,,E,,118890,0,96 ST WESTBOUND ROADBED
307,S,1,2,N,11889001010,13569001010,,E,W,118890,135690,96 STREET
308,S,1,1,N,11889002010,0,,E,,118890,0,96 STREET EB ROADBED
309,S,1,1,N,11890001010,0,,E,,118900,0,96 STREET EXTENSION
310,S,1,1,N,11084001120,0,Z,E,,110840,0,96 STREET FDR DRIVE NB EN
311,S,1,1,N,11079501330,0,Z,E,,110795,0,96 STREET FDR DRIVE SB EN
312,S,1,1,N,11074001120,0,Z,W,,110740,0,96 STREET HHP NB EN
313,S,1,1,N,11070001120,0,Z,W,,110700,0,96 STREET HHP SB EN
314,S,1,1,N,11074001100,0,Z,W,,110740,0,96 STREET NB ENTRANCE HHP
315,S,1,1,N,11070001100,0,Z,W,,110700,0,96 STREET SB ENTRANCE HHP
316,S,1,1,N,11889003010,0,,E,,118890,0,96 STREET WB ROADBED
317,S,1,2,N,11891001010,13571001010,,E,W,118910,135710,97 STREET
318,S,1,2,N,11893001010,13573001010,,E,W,118930,135730,98 STREET
319,S,1,2,N,11895001010,13575001010,,E,W,118950,135750,99 STREET
320,S,1,2,N,11897001010,13577001010,,E,W,118970,135770,100 STREET
321,S,1,2,N,11899001010,13579001010,,E,W,118990,135790,101 STREET
322,S,1,1,N,11087001110,0,Z,E,,110870,0,102 ST FDR DRIVE SB EN
323,S,1,1,N,11087001090,0,Z,E,,110870,0,102 ST SB ENTRANCE FDR DRV
324,S,1,2,N,11901001010,13581001010,,E,W,119010,135810,102 STREET
325,S,1,1,N,11087001120,0,Z,E,,110870,0,102 STREET FDR DRIVE SB EN
326,S,1,1,N,19751002150,0,B,E,,197510,0,103 ST BRIDGE
327,S,1,1,N,19751002120,0,B,E,,197510,0,103 ST FOOT BRIDGE
328,S,1,1,N,19751002020,0,B,E,,197510,0,103 ST FOOTBRIDGE
329,S,1,1,N,19751002080,0,B,E,,197510,0,103 ST PED BRIDGE
330,S,1,1,N,19751002060,0,B,E,,197510,0,103 ST PED OVERPASS
331,S,1,1,N,19751002100,0,B,E,,197510,0,103 ST PEDESTRIAN BRIDGE
332,S,1,1,N,19751002050,0,B,E,,197510,0,103 ST PEDESTRIAN OVERPASS
333,S,1,2,N,11903001010,13583001010,,E,W,119030,135830,103 STREET
334,S,1,1,N,19751002160,0,B,E,,197510,0,103 STREET BRIDGE
335,S,1,1,N,19751002130,0,B,E,,197510,0,103 STREET FOOT BRIDGE
336,S,1,1,N,19751002010,0,B,E,,197510,0,103 STREET FOOTBRIDGE
337,S,1,1,N,19751002090,0,B,E,,197510,0,103 STREET PED BRIDGE
338,S,1,1,N,19751002070,0,B,E,,197510,0,103 STREET PED OVERPASS
339,S,1,1,N,19751002110,0,B,E,,197510,0,103 STREET PEDESTRIAN BRDG
340,S,1,1,N,19751002140,0,B,E,,197510,0,103 STREET PEDESTRIAN OVPS
341,S,1,2,N,11905001010,13585001010,,E,W,119050,135850,104 STREET
342,S,1,2,N,11907001010,13587001010,,E,W,119070,135870,105 STREET
343,S,1,2,N,11909001010,13589002010,,E,W,119090,135890,106 STREET
344,S,1,1,N,11912001020,0,,E,,119120,0,107 ST EXTENSION
345,S,1,2,N,11911001010,13591001010,,E,W,119110,135910,107 STREET
346,S,1,1,N,11912001010,0,,E,,119120,0,107 STREET EXTENSION
347,S,1,2,N,11913001010,13593001010,,E,W,119130,135930,108 STREET
348,S,1,2,N,11915001010,13595001010,,E,W,119150,135950,109 STREET
349,S,1,2,N,11917001010,11421003010,,E,W,119170,114210,110 STREET
350,S,1,1,N,11920001020,0,,E,,119200,0,111 ST EXTENSION
351,S,1,1,N,19751011020,0,B,E,,197510,0,111 ST PEDESTRIAN OVERPASS
352,S,1,2,N,11919001010,13599001010,,E,W,119190,135990,111 STREET
353,S,1,1,N,11920001010,0,,E,,119200,0,111 STREET EXTENSION
354,S,1,1,N,19751011010,0,B,E,,197510,0,111 STREET PEDESTRIAN OVPS
355,S,1,2,N,11921001010,13601001010,,E,W,119210,136010,112 STREET
356,S,1,2,N,11922001010,13603001010,,E,W,119220,136030,113 STREET
357,S,1,1,N,11924001020,0,,E,,119240,0,114 ST EXTENSION
358,S,1,2,N,11923001010,13605001010,,E,W,119230,136050,114 STREET
359,S,1,1,N,11924001010,0,,E,,119240,0,114 STREET EXTENSION
360,S,1,2,N,11925001010,13607001010,,E,W,119250,136070,115 STREET
361,S,1,1,N,11928001020,0,,E,,119280,0,116 ST EXTENSION
362,S,1,1,N,11083501110,0,Z,E,,110835,0,116 ST FDR DRIVE SB EN
363,S,1,1,N,11083501090,0,Z,E,,110835,0,116 ST SB ENTRANCE FDR DRV
364,S,1,1,N,11927001020,0,,E,,119270,0,116 ST-MARIN BOULEVARD
365,S,1,2,N,11927001010,13609001010,,E,W,119270,136090,116 STREET
366,S,1,1,N,11928001010,0,,E,,119280,0,116 STREET EXTENSION
367,S,1,1,N,11083501120,0,Z,E,,110835,0,116 STREET FDR DRIVE SB EN
368,S,1,1,N,11930001020,0,,E,,119300,0,117 ST EXTENSION
369,S,1,2,N,11929001010,13611001010,,E,W,119290,136110,117 STREET
370,S,1,1,N,11930001010,0,,E,,119300,0,117 STREET EXTENSION
371,S,1,1,N,11932001020,0,,E,,119320,0,118 ST EXTENSION
372,S,1,2,N,11931001010,13613001010,,E,W,119310,136130,118 STREET
373,S,1,1,N,11932001010,0,,E,,119320,0,118 STREET EXTENSION
374,S,1,1,N,13616001020,0,,W,,136160,0,119 ST EXTENSION
375,S,1,2,N,11933001010,13615001010,,E,W,119330,136150,119 STREET
376,S,1,1,N,13616001010,0,,W,,136160,0,119 STREET EXTENSION
377,S,1,1,N,19751015020,0,B,E,,197510,0,120 ST PEDESTRIAN OVERPASS
378,S,1,2,N,11935001010,13617002010,,E,W,119350,136170,120 STREET
379,S,1,1,N,19751015010,0,B,E,,197510,0,120 STREET PEDESTRIAN OVPS
380,S,1,2,N,11937001010,13619001010,,E,W,119370,136190,121 STREET
381,S,1,1,N,11940001020,0,,E,,119400,0,122 ST EXTENSION
382,S,1,2,N,11939001010,13621002010,,E,W,119390,136210,122 STREET
383,S,1,1,N,11940001010,0,,E,,119400,0,122 STREET EXTENSION
384,S,1,2,N,11941001010,13623001010,,E,W,119410,136230,123 STREET
385,S,1,2,N,11943001010,13625001010,,E,W,119430,136250,124 STREET
386,S,1,1,N,11946001020,0,,E,,119460,0,125 ST EXTENSION
387,S,1,1,N,11069501120,0,Z,W,,110695,0,125 ST HHP SOUTHBOUND EN
388,S,1,1,N,11069501100,0,Z,W,,110695,0,125 ST SB ENTRANCE HHP
389,S,1,2,N,11945001010,13627001010,,E,W,119450,136270,125 STREET
390,S,1,1,N,11946001010,0,,E,,119460,0,125 STREET EXTENSION
391,S,1,1,N,11069501110,0,Z,W,,110695,0,125 STREET HHP SB EN
392,S,1,1,N,11069501090,0,Z,W,,110695,0,125 STREET SB ENTRANCE HHP
393,S,1,1,N,11078001080,0,Z,E,,110780,0,126 ST HRD NORTHBOUND EN
394,S,1,1,N,11078001060,0,Z,E,,110780,0,126 ST NB ENTRANCE HRD
395,S,1,2,N,11947001010,13629001010,,E,W,119470,136290,126 STREET
396,S,1,1,N,11078001090,0,Z,E,,110780,0,126 STREET HRD NB EN
397,S,1,1,N,11078001070,0,Z,E,,110780,0,126 STREET NB ENTRANCE HRD
398,S,1,1,N,11078001340,0,Z,E,,110780,0,127 ST HRD NORTHBOUND EN
399,S,1,1,N,11078001320,0,Z,E,,110780,0,127 ST NB ENTRANCE HRD
400,S,1,2,N,11949001010,13631001010,,E,W,119490,136310,127 STREET
401,S,1,1,N,11078001350,0,Z,E,,110780,0,127 STREET HRD NB EN
402,S,1,1,N,11078001330,0,Z,E,,110780,0,127 STREET NB ENTRANCE HRD
403,S,1,1,N,19751035060,0,B,E,,197510,0,128 ST PEDESTRIAN BRIDGE
404,S,1,2,N,11951001010,13633001010,,E,W,119510,136330,128 STREET
405,S,1,1,N,19751035050,0,B,E,,197510,0,128 STREET PEDESTRIAN BRDG
406,S,1,1,N,19751035020,0,B,E,,197510,0,128 STREET PEDESTRIAN OVPS
407,S,1,1,N,19751033080,0,B,E,,197510,0,129 ST FOOT BRIDGE
408,S,1,1,N,19751033060,0,B,E,,197510,0,129 ST FOOTBRIDGE
409,S,1,1,N,19751033040,0,B,E,,197510,0,129 ST PEDESTRIAN BRIDGE
410,S,1,1,N,19751033020,0,B,E,,197510,0,129 ST PEDESTRIAN OVERPASS
411,S,1,2,N,11953001010,13635001010,,E,W,119530,136350,129 STREET
412,S,1,1,N,19751033070,0,B,E,,197510,0,129 STREET FOOT BRIDGE
413,S,1,1,N,19751033050,0,B,E,,197510,0,129 STREET FOOTBRIDGE
414,S,1,1,N,19751033030,0,B,E,,197510,0,129 STREET PEDESTRIAN BRDG
415,S,1,1,N,19751033010,0,B,E,,197510,0,129 STREET PEDESTRIAN OVPS
416,S,1,2,N,11955001010,13637001010,,E,W,119550,136370,130 STREET
417,S,1,2,N,11957001010,13639001010,,E,W,119570,136390,131 STREET
418,S,1,1,N,11092501160,0,Z,E,,110925,0,132 ST HRD SOUTHBOUND EN
419,S,1,1,N,11092501140,0,Z,E,,110925,0,132 ST SB ENTRANCE HRD
420,S,1,2,N,11959001010,13641001010,,E,W,119590,136410,132 STREET
421,S,1,1,N,11092501170,0,Z,E,,110925,0,132 STREET HRD SB EN
422,S,1,1,N,11092501150,0,Z,E,,110925,0,132 STREET SB ENTRANCE HRD
423,S,1,2,N,11960001010,13643001010,,E,W,119600,136430,133 STREET
424,S,1,1,N,13646001020,0,,W,,136460,0,134 ST EXTENSION
425,S,1,2,N,11961001010,13645001010,,E,W,119610,136450,134 STREET
426,S,1,1,N,13646001010,0,,W,,136460,0,134 STREET EXTENSION
427,S,1,1,N,11962002020,0,,E,,119620,0,135 ST EASTBOUND ROADBED
428,S,1,1,N,11048501050,0,Z,E,,110485,0,135 ST RAMP
429,S,1,1,N,11962003020,0,,E,,119620,0,135 ST WESTBOUND ROADBED
430,S,1,2,N,11962001010,13647002010,,E,W,119620,136470,135 STREET
431,S,1,1,N,11962002010,0,,E,,119620,0,135 STREET EB ROADBED
432,S,1,1,N,11048501060,0,Z,E,,110485,0,135 STREET RAMP
433,S,1,1,N,11962003010,0,,E,,119620,0,135 STREET WB ROADBED
434,S,1,2,N,10038201010,13649001010,,E,W,100382,136490,136 STREET
435,S,1,2,N,10038301010,13651001010,,E,W,100383,136510,137 STREET
436,S,1,2,N,11968001010,13653002010,,E,W,119680,136530,138 STREET
437,S,1,1,N,11077501080,0,Z,E,,110775,0,139 ST HRD NORTHBOUND EN
438,S,1,1,N,11077501060,0,Z,E,,110775,0,139 ST NB ENTRANCE HRD
439,S,1,2,N,11968101010,13655001010,,E,W,119681,136550,139 STREET
440,S,1,1,N,11077501090,0,Z,E,,110775,0,139 STREET HRD NB EN
441,S,1,1,N,11077501070,0,Z,E,,110775,0,139 STREET NB ENTRANCE HRD
442,S,1,2,N,11968201010,13657001010,,E,W,119682,136570,140 STREET
443,S,1,2,N,11968301010,13659001010,,E,W,119683,136590,141 STREET
444,S,1,1,N,19751009070,0,B,W,,197510,0,142 ST FOOT BRIDGE
445,S,1,1,N,19751009050,0,B,W,,197510,0,142 ST FOOTBRIDGE
446,S,1,1,N,11093001080,0,Z,E,,110930,0,142 ST HRD SOUTHBOUND EN
447,S,1,1,N,19751009040,0,B,W,,197510,0,142 ST PEDESTRIAN BRIDGE
448,S,1,1,N,19751009020,0,B,W,,197510,0,142 ST PEDESTRIAN OVERPASS
449,S,1,1,N,11093001060,0,Z,E,,110930,0,142 ST SB ENTRANCE HRD
450,S,1,1,N,13661001010,0,,W,,136610,0,142 STREET
451,S,1,1,N,19751009080,0,B,W,,197510,0,142 STREET FOOT BRIDGE
452,S,1,1,N,19751009060,0,B,W,,197510,0,142 STREET FOOTBRIDGE
453,S,1,1,N,11093001090,0,Z,E,,110930,0,142 STREET HRD SB EN
454,S,1,1,N,19751009030,0,B,W,,197510,0,142 STREET PEDESTRIAN BRDG
455,S,1,1,N,19751009010,0,B,W,,197510,0,142 STREET PEDESTRIAN OPAS
456,S,1,1,N,11093001070,0,Z,E,,110930,0,142 STREET SB ENTRANCE HRD
457,S,1,1,N,13663001010,0,,W,,136630,0,143 STREET
458,S,1,1,N,13665001010,0,,W,,136650,0,144 STREET
459,S,1,1,N,19775002040,0,B,W,,197750,0,145 ST BR EB ROADBED
460,S,1,1,N,19775003040,0,B,W,,197750,0,145 ST BR WB ROADBED
461,S,1,1,N,19775002030,0,B,W,,197750,0,145 ST BRIDGE EB ROADBED
462,S,1,1,N,19775003030,0,B,W,,197750,0,145 ST BRIDGE WB ROADBED
463,S,1,1,N,13667001010,0,,W,,136670,0,145 STREET
464,S,1,1,N,19775002020,0,B,W,,197750,0,145 STREET BR EB ROADBED
465,S,1,1,N,19775003020,0,B,W,,197750,0,145 STREET BR WB ROADBED
466,S,1,1,N,13669001010,0,,W,,136690,0,146 STREET
467,S,1,1,N,13671001010,0,,W,,136710,0,147 STREET
468,S,1,1,N,19751030060,0,B,W,,197510,0,148 ST FOOT BRIDGE
469,S,1,1,N,19751030080,0,B,W,,197510,0,148 ST FOOTBRIDGE
470,S,1,1,N,19751030040,0,B,W,,197510,0,148 ST PEDESTRIAN BRIDGE
471,S,1,1,N,19751030020,0,B,W,,197510,0,148 ST PEDESTRIAN OVERPASS
472,S,1,1,N,13673001010,0,,W,,136730,0,148 STREET
473,S,1,1,N,19751030050,0,B,W,,197510,0,148 STREET FOOT BRIDGE
474,S,1,1,N,19751030070,0,B,W,,197510,0,148 STREET FOOTBRIDGE
475,S,1,1,N,19751030030,0,B,W,,197510,0,148 STREET PEDESTRIAN BRDG
476,S,1,1,N,19751030010,0,B,W,,197510,0,148 STREET PEDESTRIAN OVPS
477,S,1,1,N,13675001010,0,,W,,136750,0,149 STREET
478,S,1,1,N,13677001010,0,,W,,136770,0,150 STREET
479,S,1,1,N,13680001020,0,,W,,136800,0,151 ST EXTENSION
480,S,1,1,N,13679001010,0,,W,,136790,0,151 STREET
481,S,1,1,N,13680001010,0,,W,,136800,0,151 STREET EXTENSION
482,S,1,1,N,13682001020,0,,W,,136820,0,152 ST EXTENSION
483,S,1,1,N,13681001010,0,,W,,136810,0,152 STREET
484,S,1,1,N,13682001010,0,,W,,136820,0,152 STREET EXTENSION
485,S,1,1,N,13683001010,0,,W,,136830,0,153 STREET
486,S,1,1,N,13685001010,0,,W,,136850,0,154 STREET
487,S,1,1,N,19751031080,0,B,W,,197510,0,155 ST FOOT BRIDGE
488,S,1,1,N,19751031060,0,B,W,,197510,0,155 ST FOOTBRIDGE
489,S,1,1,N,19751031040,0,B,W,,197510,0,155 ST PEDESTRIAN BRIDGE
490,S,1,1,N,19751031020,0,B,W,,197510,0,155 ST PEDESTRIAN OVERPASS
491,S,1,1,N,10021101020,0,,W,,100211,0,155 ST PEDESTRIAN UNP
492,S,1,1,N,13687001010,0,,W,,136870,0,155 STREET
493,S,1,1,N,19751031070,0,B,W,,197510,0,155 STREET FOOT BRIDGE
494,S,1,1,N,19751031050,0,B,W,,197510,0,155 STREET FOOTBRIDGE
495,S,1,1,N,19751031030,0,B,W,,197510,0,155 STREET PEDESTRIAN BRDG
496,S,1,1,N,19751031010,0,B,W,,197510,0,155 STREET PEDESTRIAN OVPS
497,S,1,1,N,10021101010,0,,W,,100211,0,155 STREET PEDESTRIAN UNP
498,S,1,1,N,13689001010,0,,W,,136890,0,156 STREET
499,S,1,1,N,13691001010,0,,W,,136910,0,157 STREET
500,S,1,1,N,13694001020,0,,W,,136940,0,158 ST EXTENSION
501,S,1,1,N,11073501120,0,Z,W,,110735,0,158 ST HHP NORTHBOUND EN
502,S,1,1,N,11071501120,0,Z,W,,110715,0,158 ST HHP SOUTHBOUND EN
503,S,1,1,N,11073501100,0,Z,W,,110735,0,158 ST NB ENTRANCE HHP
504,S,1,1,N,10021001020,0,,W,,100210,0,158 ST PEDESTRIAN UNP
505,S,1,1,N,11071501100,0,Z,W,,110715,0,158 ST SB ENTRANCE HHP
506,S,1,1,N,13693001010,0,,W,,136930,0,158 STREET
507,S,1,1,N,13694001010,0,,W,,136940,0,158 STREET EXTENSION
508,S,1,1,N,11073501110,0,Z,W,,110735,0,158 STREET HHP NB EN
509,S,1,1,N,11071501110,0,Z,W,,110715,0,158 STREET HHP SB EN
510,S,1,1,N,11073501090,0,Z,W,,110735,0,158 STREET NB ENTRANCE HHP
511,S,1,1,N,10021001010,0,,W,,100210,0,158 STREET PEDESTRIAN UNP
512,S,1,1,N,11071501090,0,Z,W,,110715,0,158 STREET SB ENTRANCE HHP
513,S,1,1,N,13695001010,0,,W,,136950,0,159 STREET
514,S,1,1,N,13697001010,0,,W,,136970,0,160 STREET
515,S,1,1,N,13699001010,0,,W,,136990,0,161 STREET
516,S,1,1,N,13701001010,0,,W,,137010,0,162 STREET
517,S,1,1,N,13703001010,0,,W,,137030,0,163 STREET
518,S,1,1,N,13705001010,0,,W,,137050,0,164 STREET
519,S,1,1,N,13708001020,0,,W,,137080,0,165 ST EXTENSION
520,S,1,1,N,13707001010,0,,W,,137070,0,165 STREET
521,S,1,1,N,13708001010,0,,W,,137080,0,165 STREET EXTENSION
522,S,1,1,N,13709001010,0,,W,,137090,0,166 STREET
523,S,1,1,N,13711001010,0,,W,,137110,0,167 STREET
524,S,1,1,N,13714001020,0,,W,,137140,0,168 ST EXTENSION
525,S,1,1,N,13713001010,0,,W,,137130,0,168 STREET
526,S,1,1,N,13714001010,0,,W,,137140,0,168 STREET EXTENSION
527,S,1,1,N,13715001010,0,,W,,137150,0,169 STREET
528,S,1,1,N,13717001010,0,,W,,137170,0,170 STREET
529,S,1,1,N,13719001010,0,,W,,137190,0,171 STREET
530,S,1,1,N,13721001010,0,,W,,137210,0,172 STREET
531,S,1,1,N,13723001010,0,,W,,137230,0,173 STREET
532,S,1,1,N,13724001010,0,,W,,137240,0,174 STREET
533,S,1,1,N,13725001010,0,,W,,137250,0,175 STREET
534,S,1,1,N,19751032080,0,B,W,,197510,0,176 ST FOOT BRIDGE
535,S,1,1,N,19751032060,0,B,W,,197510,0,176 ST FOOTBRIDGE
536,S,1,1,N,19751032040,0,B,W,,197510,0,176 ST PEDESTRIAN BRIDGE
537,S,1,1,N,19751032020,0,B,W,,197510,0,176 ST PEDESTRIAN OVERPASS
538,S,1,1,N,13727001010,0,,W,,137270,0,176 STREET
539,S,1,1,N,19751032070,0,B,W,,197510,0,176 STREET FOOT BRIDGE
540,S,1,1,N,19751032050,0,B,W,,197510,0,176 STREET FOOTBRIDGE
541,S,1,1,N,19751032030,0,B,W,,197510,0,176 STREET PEDESTRIAN BRDG
542,S,1,1,N,19751032010,0,B,W,,197510,0,176 STREET PEDESTRIAN OVPS
543,S,1,1,N,13729001010,0,,W,,137290,0,177 STREET
544,S,1,1,N,19751034070,0,B,W,,197510,0,178 ST PEDESTRIAN BRIDGE
545,S,1,1,N,19751034030,0,B,W,,197510,0,178 ST PEDESTRIAN OVERPASS
546,S,1,1,N,13731001010,0,,W,,137310,0,178 STREET
547,S,1,1,N,19751034060,0,B,W,,197510,0,178 STREET PEDESTRIAN BRDG
548,S,1,1,N,19751034020,0,B,W,,197510,0,178 STREET PEDESTRIAN OVPS
549,S,1,1,N,11068001080,0,Z,W,,110680,0,179 ST G WASHINGTON BR EN
550,S,1,1,N,19751034090,0,B,W,,197510,0,179 ST PEDESTRIAN BRIDGE
551,S,1,1,N,19751034050,0,B,W,,197510,0,179 ST PEDESTRIAN OVERPASS
552,S,1,1,N,13733001010,0,,W,,137330,0,179 STREET
553,S,1,1,N,19751034080,0,B,W,,197510,0,179 STREET PEDESTRIAN BRDG
554,S,1,1,N,19751034040,0,B,W,,197510,0,179 STREET PEDESTRIAN OVPS
555,S,1,1,N,13735001010,0,,W,,137350,0,180 STREET
556,S,1,1,N,19751008030,0,B,W,,197510,0,181 ST FOOT BRIDGE
557,S,1,1,N,19751008060,0,B,W,,197510,0,181 ST FOOTBRIDGE
558,S,1,1,N,11077001120,0,Z,W,,110770,0,181 ST HHP NORTHBOUND EN
559,S,1,1,N,11077001100,0,Z,W,,110770,0,181 ST NB ENTRANCE HHP
560,S,1,1,N,19751008050,0,B,W,,197510,0,181 ST PEDESTRIAN BRIDGE
561,S,1,1,N,19751008020,0,B,W,,197510,0,181 ST PEDESTRIAN OVERPASS
562,S,1,1,N,13737002010,0,,W,,137370,0,181 STREET
563,S,1,1,N,19751008040,0,B,W,,197510,0,181 STREET FOOT BRIDGE
564,S,1,1,N,19751008070,0,B,W,,197510,0,181 STREET FOOTBRIDGE
565,S,1,1,N,11077001110,0,Z,W,,110770,0,181 STREET HHP NB EN
566,S,1,1,N,11077001090,0,Z,W,,110770,0,181 STREET NB ENTRANCE HHP
567,S,1,1,N,19751008080,0,B,W,,197510,0,181 STREET PEDESTRIAN BRDG
568,S,1,1,N,19751008010,0,B,W,,197510,0,181 STREET PEDESTRIAN OVPS
569,S,1,1,N,13739001010,0,,W,,137390,0,182 STREET
570,S,1,1,N,13741001010,0,,W,,137410,0,183 STREET
571,S,1,1,N,13743001010,0,,W,,137430,0,184 STREET
572,S,1,1,N,13745001010,0,,W,,137450,0,185 STREET
573,S,1,1,N,13747002010,0,,W,,137470,0,186 STREET
574,S,1,1,N,13749001010,0,,W,,137490,0,187 STREET
575,S,1,1,N,13751001010,0,,W,,137510,0,188 STREET
576,S,1,1,N,13753001010,0,,W,,137530,0,189 STREET
577,S,1,1,N,13755001010,0,,W,,137550,0,190 STREET
578,S,1,1,N,13757001010,0,,W,,137570,0,191 STREET
579,S,1,1,N,13759001010,0,,W,,137590,0,192 STREET
580,S,1,1,N,13761001010,0,,W,,137610,0,193 STREET
581,S,1,1,N,13762001010,0,,W,,137620,0,196 STREET
582,S,1,1,N,13762401010,0,,W,,137624,0,201 STREET
583,S,1,1,N,13762601010,0,,W,,137626,0,202 STREET
584,S,1,1,N,13762801010,0,,W,,137628,0,203 STREET
585,S,1,1,N,13763001010,0,,W,,137630,0,204 STREET
586,S,1,1,N,13765001010,0,,W,,137650,0,205 STREET
587,S,1,1,N,13767001010,0,,W,,137670,0,206 STREET
588,S,1,1,N,13769002010,0,,W,,137690,0,207 STREET
589,S,1,1,N,13769101010,0,,W,,137691,0,208 STREET
590,S,1,1,N,13770001010,0,,W,,137700,0,211 STREET
591,S,1,1,N,13770101010,0,,W,,137701,0,212 STREET
592,S,1,1,N,13770201010,0,,W,,137702,0,213 STREET
593,S,1,1,N,13770501020,0,,W,,137705,0,214 ST EXTENSION
594,S,1,1,N,13770301010,0,,W,,137703,0,214 STREET
595,S,1,1,N,13770501010,0,,W,,137705,0,214 STREET EXTENSION
596,S,1,1,N,13771001010,0,,W,,137710,0,215 STREET
597,S,1,1,N,13771101010,0,,W,,137711,0,216 STREET
598,S,1,1,N,13771201010,0,,W,,137712,0,217 STREET
599,S,1,1,N,13773001010,0,,W,,137730,0,218 STREET
600,S,1,1,N,13773101010,0,,W,,137731,0,219 STREET
601,S,1,1,N,13773201010,0,,W,,137732,0,220 STREET
