Address	Zip	Lat.	Long.
4	central pknear cpw, Manhattan, NY	10024	40.785	-73.969722
5	central pknear cpw, Manhattan, NY	10025	40.7907497	-73.965661
6	central pknear cpw, Manhattan, NY	10023	40.7741321	-73.9777824
7	central pknear cpw, Manhattan, NY	10025	40.791239	-73.9652733
8	central pknear cpw, Manhattan, NY	10024	40.7871678	-73.9682421
9	central pknear cpw, Manhattan, NY	10023	40.7745755	-73.9775282
10	central pknear cpw, Manhattan, NY	10025	40.7946448	-73.9651234
11	central pknear cpw, Manhattan, NY	10023	40.7754506	-73.9768496
--	central rd, Manhattan, NY	10035	40.7945662	-73.9218917
--	central road n, Manhattan, NY	10044	40.769497	-73.9431343
--	charles gay loop, Manhattan, NY	10035	40.7841116	-73.9321276
0	charles hamilton houston blvd, Manhattan, NY	None	40.7241538	-73.9925337
1	charles hamilton houston blvd, Manhattan, NY	None	40.7282344	-74.0029031
--	charles ln, Manhattan, NY	10014	40.7342161	-74.0101156
0	charles ludlam corner, Manhattan, NY	None	40.790278	-73.959722
1	charles ludlam corner, Manhattan, NY	None	40.7830603	-73.9712488
0	charlie palmieri way, Manhattan, NY	None	40.790278	-73.959722
1	charlie palmieri way, Manhattan, NY	None	40.7830603	-73.9712488
--	chase manhattan plz, Manhattan, NY	10005	40.7077662	-74.0087694
--	chelsea park, Manhattan, NY	10001	40.7501121	-74.0011837
0	chelsea sq, Manhattan, NY	10036	40.7560982	-73.9857881
1	chelsea sq, Manhattan, NY	10011	40.7464906	-74.0015283
2	chelsea sq, Manhattan, NY	10036	40.755477	-73.987691
3	chelsea sq, Manhattan, NY	10003	40.734789	-73.99073
4	chelsea sq, Manhattan, NY	10003	40.735736	-73.990568
5	chelsea sq, Manhattan, NY	10001	40.749567	-73.98795
6	chelsea sq, Manhattan, NY	10014	40.733422	-74.002906
7	chelsea sq, Manhattan, NY	None	40.7384018	-73.9732231
8	chelsea sq, Manhattan, NY	10003	40.728374	-73.990578
9	chelsea sq, Manhattan, NY	10022	40.75824	-73.9599
10	chelsea sq, Manhattan, NY	10003	40.73555	-73.989609
11	chelsea sq, Manhattan, NY	None	40.7681121	-73.9823699
12	chelsea sq, Manhattan, NY	10003	40.735466	-73.992134
13	chelsea sq, Manhattan, NY	10011	40.7469152	-74.0082787
14	chelsea sq, Manhattan, NY	10001	40.75191	-73.99793
15	chelsea sq, Manhattan, NY	07307	40.7428124	-74.0515645
16	chelsea sq, Manhattan, NY	07087	40.7567337	-74.0349984
17	chelsea sq, Manhattan, NY	10013	40.7245683	-74.0048497
18	chelsea sq, Manhattan, NY	10011	40.7475321	-74.0085153
--	cherokee pl, Manhattan, NY	10021	40.7694496	-73.9499302
0	cherry walk greenway, Manhattan, NY	None	40.790278	-73.959722
1	cherry walk greenway, Manhattan, NY	None	40.7830603	-73.9712488
0	chestnut st, Manhattan, NY	None	40.8946435	-73.9615263
1	chestnut st, Manhattan, NY	07657	40.8279039	-74.0012949
2	chestnut st, Manhattan, NY	07605	40.8587527	-73.9827626
3	chestnut st, Manhattan, NY	07086	40.759587	-74.0318372
--	chincoteague rd, Manhattan, NY	11231	40.6882822	-74.0241177
--	chisum pl, Manhattan, NY	10037	40.8172184	-73.9363519
--	citicorp center, Manhattan, NY	10022	40.758362	-73.9698216
0	city hall park greenway, Manhattan, NY	None	40.790278	-73.959722
1	city hall park greenway, Manhattan, NY	None	40.7830603	-73.9712488
--	clayton rd, Manhattan, NY	11231	40.6895196	-74.0180464
--	coenties aly, Manhattan, NY	10004	40.7041258	-74.0106996
--	coleman sq, Manhattan, NY	10002	40.7112051	-73.9936545
--	collister st, Manhattan, NY	10013	40.7213836	-74.0092096
0	columbus ave bid, Manhattan, NY	None	40.790278	-73.959722
1	columbus ave bid, Manhattan, NY	None	40.7830603	-73.9712488
0	columbus/amsterdam bid, Manhattan, NY	None	40.790278	-73.959722
1	columbus/amsterdam bid, Manhattan, NY	None	40.7830603	-73.9712488
--	comfort rd, Manhattan, NY	11231	40.689558	-74.0171236
0	connector, Manhattan, NY	None	40.7128417	-73.9939016
1	connector, Manhattan, NY	None	40.802479	-73.9586849
2	connector, Manhattan, NY	None	40.7212899	-73.9488901
3	connector, Manhattan, NY	None	40.8482565	-73.9367949
4	connector, Manhattan, NY	10307	40.502149	-74.2417108
5	connector, Manhattan, NY	None	40.5881061	-73.9661043
6	connector, Manhattan, NY	10002	40.714229	-73.9941696
7	connector, Manhattan, NY	None	40.7384018	-73.9732231
8	connector, Manhattan, NY	11224	40.5779365	-74.0094839
9	connector, Manhattan, NY	None	40.7681121	-73.9823699
10	connector, Manhattan, NY	11752	40.7551856	-73.1832139
11	connector, Manhattan, NY	11222	40.7378375	-73.9554203
12	connector, Manhattan, NY	10532	41.1059734	-73.790757
13	connector, Manhattan, NY	07307	40.7428124	-74.0515645
14	connector, Manhattan, NY	11704	40.718359	-73.344226
15	connector, Manhattan, NY	None	42.939138	-78.828154
16	connector, Manhattan, NY	None	40.965346	-73.8251734
17	connector, Manhattan, NY	None	41.0461216	-73.7970472
18	connector, Manhattan, NY	14489	43.0644595	-76.9806801
19	connector, Manhattan, NY	10801	40.9188427	-73.7804972
20	connector, Manhattan, NY	07087	40.7567337	-74.0349984
21	connector, Manhattan, NY	11762	40.676136	-73.450754
22	connector, Manhattan, NY	11590	40.7490359	-73.5949416
23	connector, Manhattan, NY	14020	43.0035979	-78.1740925
24	connector, Manhattan, NY	12308	42.8276671	-73.9246727
25	connector, Manhattan, NY	11753	40.78895	-73.53766
26	connector, Manhattan, NY	14120	43.0231416	-78.8785339
27	connector, Manhattan, NY	11743	40.8633332	-73.4102619
0	corp juan m alcantara way, Manhattan, NY	None	40.790278	-73.959722
1	corp juan m alcantara way, Manhattan, NY	None	40.7830603	-73.9712488
--	cortlandt aly, Manhattan, NY	10013	40.717786	-74.0022791
0	count basie pl, Manhattan, NY	None	40.790278	-73.959722
1	count basie pl, Manhattan, NY	None	40.7127837	-74.0059413
2	count basie pl, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 59 st, Manhattan, NY	10022	40.7615555	-73.9665923
1	cpk 59 st, Manhattan, NY	10019	40.766029	-73.9770582
2	cpk 59 st, Manhattan, NY	10022	40.762526	-73.967967
0	cpk 60 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 60 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 61 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 61 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 62 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 62 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 63 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 63 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 64 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 64 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 65 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 65 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 66 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 66 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 67 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 67 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 68 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 68 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 69 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 69 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 70 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 70 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 71 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 71 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 72 st, Manhattan, NY	10021	40.7697512	-73.9605925
1	cpk 72 st, Manhattan, NY	10023	40.7787927	-73.9820623
2	cpk 72 st, Manhattan, NY	10023	40.775594	-73.97641
0	cpk 73 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 73 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 74 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 74 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 75 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 75 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 76 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 76 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 77 st, Manhattan, NY	None	40.7729586	-73.9582543
1	cpk 77 st, Manhattan, NY	10024	40.781839	-73.979285
2	cpk 77 st, Manhattan, NY	10075	40.77362	-73.959874
0	cpk 78 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 78 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 79 st, Manhattan, NY	10075	40.773335	-73.9550407
1	cpk 79 st, Manhattan, NY	None	40.7838112	-73.9798988
2	cpk 79 st, Manhattan, NY	10024	40.783934	-73.979917
0	cpk 80 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 80 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 81 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 81 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 82 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 82 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 83 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 83 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 84 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 84 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 85 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 85 st, Manhattan, NY	None	40.7830603	-73.9712488
--	cpk 86 st, Manhattan, NY	10028	40.779492	-73.955589
0	cpk 87 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 87 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 88 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 88 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 89 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 89 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 90 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 90 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 91 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 91 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 92 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 92 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 93 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 93 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 94 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 94 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 95 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 95 st, Manhattan, NY	None	40.7830603	-73.9712488
--	cpk 96 st, Manhattan, NY	10025	40.793919	-73.972323
0	cpk 97 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 97 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 98 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 98 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 99 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 99 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 100 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 100 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 101 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 101 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 102 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 102 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 103 st, Manhattan, NY	10029	40.7903172	-73.9476775
1	cpk 103 st, Manhattan, NY	10025	40.798503	-73.96712
2	cpk 103 st, Manhattan, NY	10029	40.7906	-73.947478
--	cpk 104 st, Manhattan, NY	10029	40.7909386	-73.9472206
0	cpk 105 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 105 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 106 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 106 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 107 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 107 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 108 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 108 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 109 st, Manhattan, NY	None	40.790278	-73.959722
1	cpk 109 st, Manhattan, NY	None	40.7830603	-73.9712488
0	cpk 110 st, Manhattan, NY	None	40.8010231	-73.9591415
1	cpk 110 st, Manhattan, NY	10029	40.7948147	-73.9444019
2	cpk 110 st, Manhattan, NY	10029	40.79502	-73.94425
0	cpt w thompson corner, Manhattan, NY	None	40.790278	-73.959722
1	cpt w thompson corner, Manhattan, NY	None	40.7830603	-73.9712488
0	cpw 72 approach, Manhattan, NY	None	40.790278	-73.959722
1	cpw 72 approach, Manhattan, NY	None	40.7830603	-73.9712488
0	cpw 77 approach, Manhattan, NY	None	40.790278	-73.959722
1	cpw 77 approach, Manhattan, NY	None	40.7830603	-73.9712488
0	cpw 85 approach, Manhattan, NY	None	40.790278	-73.959722
1	cpw 85 approach, Manhattan, NY	None	40.7830603	-73.9712488
0	cpw 90 approach, Manhattan, NY	None	40.790278	-73.959722
1	cpw 90 approach, Manhattan, NY	None	40.7830603	-73.9712488
0	cpw 96 approach, Manhattan, NY	None	40.790278	-73.959722
1	cpw 96 approach, Manhattan, NY	None	40.7830603	-73.9712488
0	cpw 100 approach, Manhattan, NY	None	40.790278	-73.959722
1	cpw 100 approach, Manhattan, NY	None	40.7830603	-73.9712488
0	cpw 110 approach, Manhattan, NY	None	40.790278	-73.959722
1	cpw 110 approach, Manhattan, NY	None	40.7830603	-73.9712488
--	craig road n, Manhattan, NY	11231	40.6897319	-74.0225643
--	craig road s, Manhattan, NY	None	40.684275	-74.0257748
--	cross bronx expressway, Manhattan, NY	None	40.8441432	-73.8990984
0	cross bronx expressway en ramp, Manhattan, NY	10035	40.796139	-73.91951
1	cross bronx expressway en ramp, Manhattan, NY	10128	40.7789538	-73.9439246
0	cross bronx expressway exit ramp, Manhattan, NY	10035	40.796139	-73.91951
1	cross bronx expressway exit ramp, Manhattan, NY	10128	40.7789538	-73.9439246
0	cross bronx expwy et 2 eb, Manhattan, NY	None	40.790278	-73.959722
1	cross bronx expwy et 2 eb, Manhattan, NY	None	40.7830603	-73.9712488
0	cross bronx expwy nb et 1 a, Manhattan, NY	None	40.790278	-73.959722
1	cross bronx expwy nb et 1 a, Manhattan, NY	None	40.7830603	-73.9712488
0	cross bronx expwy nb et 1 b, Manhattan, NY	None	40.790278	-73.959722
1	cross bronx expwy nb et 1 b, Manhattan, NY	None	40.7830603	-73.9712488
0	cross bronx expwy sb et 1 a, Manhattan, NY	None	40.790278	-73.959722
1	cross bronx expwy sb et 1 a, Manhattan, NY	None	40.7830603	-73.9712488
0	cuylers aly, Manhattan, NY	None	40.790278	-73.959722
1	cuylers aly, Manhattan, NY	None	40.7830603	-73.9712488
--	d rd, Manhattan, NY	10009	40.7236577	-73.9760214
--	dauria st, Manhattan, NY	10035	40.7917578	-73.9199504
--	dag hammarskjold plz, Manhattan, NY	10017	40.7524211	-73.9697638
0	daniel rey sq, Manhattan, NY	None	40.790278	-73.959722
1	daniel rey sq, Manhattan, NY	None	40.7830603	-73.9712488
0	de lamater sq, Manhattan, NY	None	40.790278	-73.959722
1	de lamater sq, Manhattan, NY	None	40.7830603	-73.9712488
--	de pew pl, Manhattan, NY	10017	40.7537917	-73.9756465
0	de peyster st, Manhattan, NY	None	40.790278	-73.959722
1	de peyster st, Manhattan, NY	None	40.7830603	-73.9712488
--	dead end, Manhattan, NY	10019	40.7724846	-73.9726603
--	delancey st n, Manhattan, NY	10002	40.716676	-73.9814441
0	delancey st s pedestrian opas, Manhattan, NY	None	40.790278	-73.959722
1	delancey st s pedestrian opas, Manhattan, NY	None	40.7830603	-73.9712488
--	delancey st s, Manhattan, NY	10002	40.7161454	-73.9817217
0	dep wards island wpcp boundary, Manhattan, NY	None	40.790278	-73.959722
1	dep wards island wpcp boundary, Manhattan, NY	None	40.7830603	-73.9712488
0	dewey sq, Manhattan, NY	07093	40.7910003	-74.0088824
1	dewey sq, Manhattan, NY	07010	40.8231662	-73.9907587
0	district boundary, Manhattan, NY	None	40.790278	-73.959722
1	district boundary, Manhattan, NY	None	40.7830603	-73.9712488
--	division rd, Manhattan, NY	11231	40.6890257	-74.0194794
0	donald j mc intyre way, Manhattan, NY	None	40.790278	-73.959722
1	donald j mc intyre way, Manhattan, NY	None	40.7830603	-73.9712488
--	donellon st, Manhattan, NY	10031	40.8265257	-73.9428635
--	donnellon sq, Manhattan, NY	10031	40.8265257	-73.9428635
--	dorr brooks sq, Manhattan, NY	None	40.790278	-73.959722
--	dover st, Manhattan, NY	10038	40.7087712	-74.000915
0	downtown alliance, Manhattan, NY	10002	40.7136714	-73.9883355
1	downtown alliance, Manhattan, NY	10003	40.732435	-73.9888697
2	downtown alliance, Manhattan, NY	10002	40.7198009	-73.990961
3	downtown alliance, Manhattan, NY	10005	40.7068843	-74.0098873
4	downtown alliance, Manhattan, NY	10004	40.7057919	-74.0159658
5	downtown alliance, Manhattan, NY	10002	40.7141529	-73.9882145
6	downtown alliance, Manhattan, NY	10024	40.785301	-73.974798
7	downtown alliance, Manhattan, NY	10017	40.752905	-73.970385
8	downtown alliance, Manhattan, NY	10105	40.763074	-73.978752
9	downtown alliance, Manhattan, NY	10021	40.7669231	-73.9592491
10	downtown alliance, Manhattan, NY	10001	40.7454879	-73.9924134
11	downtown alliance, Manhattan, NY	10169	40.7541224	-73.9761787
12	downtown alliance, Manhattan, NY	10036	40.7611671	-73.997733
13	downtown alliance, Manhattan, NY	10019	40.7713768	-73.9890545
14	downtown alliance, Manhattan, NY	10022	40.763798	-73.9703488
15	downtown alliance, Manhattan, NY	10029	40.7928461	-73.9452733
16	downtown alliance, Manhattan, NY	10018	40.7532366	-73.9913174
0	dr betty shabazz way, Manhattan, NY	None	40.790278	-73.959722
1	dr betty shabazz way, Manhattan, NY	None	40.7830603	-73.9712488
0	dr billy taylor way, Manhattan, NY	None	40.790278	-73.959722
1	dr billy taylor way, Manhattan, NY	None	40.7830603	-73.9712488
0	dr john l s holloman way, Manhattan, NY	None	40.790278	-73.959722
1	dr john l s holloman way, Manhattan, NY	None	40.7830603	-73.9712488
--	dr m l king jr blvd, Manhattan, NY	None	40.8077606	-73.9454234
--	dr rev wyatt tee walker sq, Manhattan, NY	10013	40.7183168	-74.0018397
0	driveway, Manhattan, NY	None	40.8317556	-73.939284
1	driveway, Manhattan, NY	10029	40.7935931	-73.9595708
2	driveway, Manhattan, NY	10019	40.769933	-73.9744637
0	drs kenneth and mamie clark plce, Manhattan, NY	None	40.790278	-73.959722
1	drs kenneth and mamie clark plce, Manhattan, NY	None	40.7830603	-73.9712488
0	drydock st, Manhattan, NY	None	40.790278	-73.959722
1	drydock st, Manhattan, NY	None	40.7830603	-73.9712488
0	e houston street pedestrian ovps, Manhattan, NY	None	40.790278	-73.959722
1	e houston street pedestrian ovps, Manhattan, NY	None	40.7830603	-73.9712488
--	e rd, Manhattan, NY	10035	40.7891656	-73.9246872
0	earlybird rd, Manhattan, NY	None	40.790278	-73.959722
1	earlybird rd, Manhattan, NY	None	40.7830603	-73.9712488
--	e 4 walk, Manhattan, NY	10009	40.7202802	-73.9754405
0	e 5 walk, Manhattan, NY	None	40.7248221	-73.984425
1	e 5 walk, Manhattan, NY	10025	40.7949782	-73.9641958
2	e 5 walk, Manhattan, NY	11206	40.7023657	-73.9441338
3	e 5 walk, Manhattan, NY	11223	40.588136	-73.967557
4	e 5 walk, Manhattan, NY	10009	40.7218516	-73.9773411
5	e 5 walk, Manhattan, NY	None	40.7431276	-73.9884271
6	e 5 walk, Manhattan, NY	10035	40.790186	-73.9199142
7	e 5 walk, Manhattan, NY	11201	40.7004025	-73.9869366
8	e 5 walk, Manhattan, NY	10119	40.7501797	-73.9936315
0	e 5 walk pedestrian opas, Manhattan, NY	10280	40.708981	-74.0153396
1	e 5 walk pedestrian opas, Manhattan, NY	10022	40.7539274	-73.9643434
2	e 5 walk pedestrian opas, Manhattan, NY	10065	40.7608895	-73.9568402
3	e 5 walk pedestrian opas, Manhattan, NY	10035	40.7969561	-73.9294535
4	e 5 walk pedestrian opas, Manhattan, NY	10021	40.7653294	-73.95209
5	e 5 walk pedestrian opas, Manhattan, NY	10029	40.7918685	-73.9352564
6	e 5 walk pedestrian opas, Manhattan, NY	10021	40.7695353	-73.9483606
7	e 5 walk pedestrian opas, Manhattan, NY	None	40.7631283	-73.9803015
--	e 13 street extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 14 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 15 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 20 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 23 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 25 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 34 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 40 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 41 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 48 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 49 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 51 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 52 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 54 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 59 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 63 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 70 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 71 street extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 72 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 73 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 74 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 75 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 76 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 78 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 79 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 82 street extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 84 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 90 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 94 street extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 96 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 107 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 111 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 114 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 116 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 117 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 118 st extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 122 street extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e 125 street extension, Manhattan, NY	None	40.7344357	-74.0557018
--	e loop rd, Manhattan, NY	10474	40.8103606	-73.8761259
0	e midtown partnership, Manhattan, NY	10016	40.7449724	-73.9831061
1	e midtown partnership, Manhattan, NY	10022	40.761319	-73.9728916
2	e midtown partnership, Manhattan, NY	10001	40.7467361	-73.9933278
3	e midtown partnership, Manhattan, NY	10017	40.7504922	-73.9764491
4	e midtown partnership, Manhattan, NY	10019	40.7700066	-73.9859788
5	e midtown partnership, Manhattan, NY	10017	40.7517566	-73.9801696
0	e river esplanade, Manhattan, NY	None	40.791642	-73.9351907
1	e river esplanade, Manhattan, NY	10016	40.7443766	-73.9711144
2	e river esplanade, Manhattan, NY	10010	40.7400068	-73.9724763
--	e river ln, Manhattan, NY	10035	40.7833659	-73.9339837
0	e river walk, Manhattan, NY	10035	40.7833659	-73.9339837
1	e river walk, Manhattan, NY	None	40.791642	-73.9351907
2	e river walk, Manhattan, NY	10002	40.7177575	-73.9738771
3	e river walk, Manhattan, NY	10016	40.7443766	-73.9711144
4	e river walk, Manhattan, NY	10010	40.7400068	-73.9724763
5	e river walk, Manhattan, NY	10065	40.7710676	-73.9705384
6	e river walk, Manhattan, NY	10282	40.7167671	-74.0163793
7	e river walk, Manhattan, NY	10036	40.7615691	-74.0000791
8	e river walk, Manhattan, NY	10044	40.7655415	-73.9471287
9	e river walk, Manhattan, NY	10019	40.7153271	-73.9754516
10	e river walk, Manhattan, NY	10044	40.7592857	-73.9514609
11	e river walk, Manhattan, NY	11105	40.7870456	-73.917637
12	e river walk, Manhattan, NY	11105	40.7825959	-73.9219127
--	e rd, Manhattan, NY	10035	40.7891656	-73.9246872
--	ed koch queensboro bridge appr, Manhattan, NY	10022	40.7596362	-73.9639997
--	ed koch queensboro bridge exit, Manhattan, NY	None	40.7614593	-73.9624809
--	edgar st, Manhattan, NY	10006	40.7070655	-74.0139699
0	educational alliance corner, Manhattan, NY	None	40.790278	-73.959722
1	educational alliance corner, Manhattan, NY	None	40.7830603	-73.9712488
--	edward m morgan pl, Manhattan, NY	10032	40.834271	-73.945365
0	eileen sweeney pl, Manhattan, NY	None	40.790278	-73.959722
1	eileen sweeney pl, Manhattan, NY	None	40.7127837	-74.0059413
2	eileen sweeney pl, Manhattan, NY	None	40.7830603	-73.9712488
0	elk st, Manhattan, NY	None	40.790278	-73.959722
1	elk st, Manhattan, NY	None	40.7830603	-73.9712488
0	ella baker ter, Manhattan, NY	None	40.790278	-73.959722
1	ella baker ter, Manhattan, NY	None	40.7830603	-73.9712488
0	elouise carrington whitehurst pl, Manhattan, NY	None	40.790278	-73.959722
1	elouise carrington whitehurst pl, Manhattan, NY	None	40.7127837	-74.0059413
2	elouise carrington whitehurst pl, Manhattan, NY	None	40.7830603	-73.9712488
--	enright rd, Manhattan, NY	11231	40.6863215	-74.021309
--	escanaba rd, Manhattan, NY	11231	40.6871025	-74.0248958
--	evans rd, Manhattan, NY	11231	40.6889419	-74.0151031
--	exchange aly, Manhattan, NY	10006	40.7069116	-74.0130027
0	exterior st, Manhattan, NY	10451	40.8171048	-73.9309649
1	exterior st, Manhattan, NY	10452	40.8419326	-73.9295482
2	exterior st, Manhattan, NY	10463	40.8749696	-73.9060982
3	exterior st, Manhattan, NY	10468	40.864121	-73.911166
4	exterior st, Manhattan, NY	10463	40.876503	-73.906631
0	f f kevin bracken corner, Manhattan, NY	None	40.790278	-73.959722
1	f f kevin bracken corner, Manhattan, NY	None	40.7830603	-73.9712488
0	f f thomas c brick way, Manhattan, NY	None	40.790278	-73.959722
1	f f thomas c brick way, Manhattan, NY	None	40.7830603	-73.9712488
--	f rd, Manhattan, NY	10035	40.7893808	-73.9240475
0	fashion center bid, Manhattan, NY	None	40.790278	-73.959722
1	fashion center bid, Manhattan, NY	None	40.7830603	-73.9712488
0	fashion center/34 street bid, Manhattan, NY	None	40.790278	-73.959722
1	fashion center/34 street bid, Manhattan, NY	None	40.7830603	-73.9712488
0	fashion center/bryant park bid, Manhattan, NY	None	40.790278	-73.959722
1	fashion center/bryant park bid, Manhattan, NY	None	40.7830603	-73.9712488
0	fdny training academy boundary, Manhattan, NY	None	40.790278	-73.959722
