Address	Zip	Lat.	Long.
1	fdny training academy boundary, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive entrance northbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive entrance northbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive entrance southbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive entrance southbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive entry ramp, Manhattan, NY	10035	40.796139	-73.91951
1	fdr drive entry ramp, Manhattan, NY	10128	40.7789538	-73.9439246
0	fdr drive exit, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 1 northbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 1 northbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 1 southbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 1 southbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 2 northbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 2 northbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 2 southbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 2 southbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 3 southbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 3 southbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 4 southbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 4 southbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 5 northbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 5 northbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 5 southbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 5 southbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 6 southbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 6 southbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 7 northbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 7 northbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 7 southbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 7 southbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 8 northbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 8 northbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 8 southbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 8 southbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 9 northbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 9 northbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 10 southbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 10 southbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 11 southbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 11 southbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 12 northbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 12 northbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 12 southbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 12 southbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 13 southbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 13 southbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 14 northbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 14 northbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 14 southbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 14 southbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 15 southbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 15 southbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 16 southbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 16 southbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 17 northbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 17 northbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit 17 southbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit 17 southbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive exit ramp, Manhattan, NY	10035	40.796139	-73.91951
1	fdr drive exit ramp, Manhattan, NY	10128	40.7789538	-73.9439246
0	fdr drive exit southbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive exit southbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive greenway, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive greenway, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive nb en brooklyn brdg, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive nb en brooklyn brdg, Manhattan, NY	None	40.7830603	-73.9712488
--	fdr drive nb en e houston st, Manhattan, NY	None	40.7241538	-73.9925337
0	fdr drive nb en montgomery st, Manhattan, NY	None	40.6664701	-73.9605996
1	fdr drive nb en montgomery st, Manhattan, NY	None	40.7210274	-74.0554784
2	fdr drive nb en montgomery st, Manhattan, NY	10002	40.713093	-73.98555
0	fdr drive nb entrance e 34 st, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive nb entrance e 34 st, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive nb entrance e 48 st, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive nb entrance e 48 st, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive nb entrance e 62 st, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive nb entrance e 62 st, Manhattan, NY	None	40.7830603	-73.9712488
--	fdr drive nb entrance e 96 st, Manhattan, NY	10025	40.793919	-73.972323
0	fdr drive nb entrance s st, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive nb entrance s st, Manhattan, NY	None	40.7830603	-73.9712488
--	fdr drive nb entrance york ave, Manhattan, NY	None	40.7655465	-73.9546909
--	fdr drive sb en e houston st, Manhattan, NY	None	40.7241538	-73.9925337
0	fdr drive sb entrance e 14 st, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive sb entrance e 14 st, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive sb entrance e 20 st, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive sb entrance e 20 st, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive sb entrance e 34 st, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive sb entrance e 34 st, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive sb entrance e 63 st, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive sb entrance e 63 st, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive sb entrance e 73 st, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive sb entrance e 73 st, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive sb entrance e 78 st, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive sb entrance e 78 st, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr drive sb entrance e 102 st, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive sb entrance e 102 st, Manhattan, NY	None	40.7830603	-73.9712488
--	fdr drive sb entrance e 116 st, Manhattan, NY	10026	40.802098	-73.949625
0	fdr drive sb entrance grand st, Manhattan, NY	10002	40.718267	-73.993753
1	fdr drive sb entrance grand st, Manhattan, NY	10002	40.7158063	-73.9870798
--	fdr drive sb entrance pearl st, Manhattan, NY	10005	40.7080004	-74.003801
0	fdr drive sb entrance rfk brdg, Manhattan, NY	None	40.790278	-73.959722
1	fdr drive sb entrance rfk brdg, Manhattan, NY	None	40.7830603	-73.9712488
--	fdr drive sb entrance york ave, Manhattan, NY	None	40.7655465	-73.9546909
0	fdr hrlm drive northbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr hrlm drive northbound, Manhattan, NY	None	40.7830603	-73.9712488
0	fdr hrlm river drive northbound, Manhattan, NY	None	40.790278	-73.959722
1	fdr hrlm river drive northbound, Manhattan, NY	None	40.7830603	-73.9712488
--	federal plz, Manhattan, NY	None	40.7149368	-74.0031257
--	federal reserve plz, Manhattan, NY	None	40.7384018	-73.9732231
--	ferry line rd, Manhattan, NY	11231	40.692745	-74.0154499
0	ferry st, Manhattan, NY	10004	40.701411	-74.013205
1	ferry st, Manhattan, NY	07307	40.7399089	-74.0469806
2	ferry st, Manhattan, NY	10004	40.702454	-74.013046
3	ferry st, Manhattan, NY	11231	40.6928381	-74.0162754
4	ferry st, Manhattan, NY	10004	40.7017696	-74.013349
5	ferry st, Manhattan, NY	11231	40.692745	-74.0154499
0	ff l fitzpatrick & g frisby cn, Manhattan, NY	None	40.790278	-73.959722
1	ff l fitzpatrick & g frisby cn, Manhattan, NY	None	40.7830603	-73.9712488
0	5 ave bid, Manhattan, NY	None	40.790278	-73.959722
1	5 ave bid, Manhattan, NY	None	40.7830603	-73.9712488
--	5 ave extension, Manhattan, NY	None	40.7344357	-74.0557018
0	5 ave plz, Manhattan, NY	11215	40.674381	-73.982071
1	5 ave plz, Manhattan, NY	11217	40.680557	-73.97757
2	5 ave plz, Manhattan, NY	11217	40.678658	-73.978851
0	financial sq, Manhattan, NY	10002	40.7068494	-73.9905781
1	financial sq, Manhattan, NY	10003	40.734789	-73.99073
2	financial sq, Manhattan, NY	10003	40.735736	-73.990568
3	financial sq, Manhattan, NY	10014	40.733422	-74.002906
4	financial sq, Manhattan, NY	10004	40.703629	-74.009537
5	financial sq, Manhattan, NY	None	40.7395508	-74.0138538
6	financial sq, Manhattan, NY	10003	40.728374	-73.990578
7	financial sq, Manhattan, NY	10003	40.73555	-73.989609
8	financial sq, Manhattan, NY	10003	40.735466	-73.992134
9	financial sq, Manhattan, NY	10002	40.714229	-73.9941696
10	financial sq, Manhattan, NY	10005	40.7077662	-74.0087694
--	finley pl, Manhattan, NY	10035	40.7914142	-73.9187994
--	finn sq, Manhattan, NY	10013	40.7186235	-74.006878
0	firefighter james ruane way, Manhattan, NY	None	40.790278	-73.959722
1	firefighter james ruane way, Manhattan, NY	None	40.7830603	-73.9712488
0	flatiron 23 street partnership, Manhattan, NY	None	40.790278	-73.959722
1	flatiron 23 street partnership, Manhattan, NY	None	40.7830603	-73.9712488
--	fletcher st, Manhattan, NY	10038	40.7063649	-74.0057019
--	florence pl, Manhattan, NY	07010	40.831886	-73.986833
0	foley sq, Manhattan, NY	None	40.7143433	-74.0026137
1	foley sq, Manhattan, NY	10013	40.7144512	-74.0029282
0	ft washington park greenway, Manhattan, NY	None	40.790278	-73.959722
1	ft washington park greenway, Manhattan, NY	None	40.7830603	-73.9712488
0	fr mancini corner, Manhattan, NY	None	40.790278	-73.959722
1	fr mancini corner, Manhattan, NY	None	40.7830603	-73.9712488
0	franklin ter, Manhattan, NY	10013	40.7185745	-74.0059526
1	franklin ter, Manhattan, NY	10013	40.7177387	-74.0041593
2	franklin ter, Manhattan, NY	None	40.7516379	-73.9651805
3	franklin ter, Manhattan, NY	11222	40.7305889	-73.957711
4	franklin ter, Manhattan, NY	None	40.6813005	-73.9556916
5	franklin ter, Manhattan, NY	10456	40.8305622	-73.9032081
--	frawley cir, Manhattan, NY	None	40.7966296	-73.9493518
0	frederica l teer sq, Manhattan, NY	None	40.790278	-73.959722
1	frederica l teer sq, Manhattan, NY	None	40.7830603	-73.9712488
--	frederick douglass cir, Manhattan, NY	10026	40.8005911	-73.9581752
--	freedom pl, Manhattan, NY	10069	40.7778625	-73.9877754
--	freedom pl s, Manhattan, NY	10069	40.7742804	-73.9899011
--	freeman aly, Manhattan, NY	10002	40.721956	-73.99246
0	ft george ter, Manhattan, NY	10040	40.857504	-73.9268635
1	ft george ter, Manhattan, NY	10040	40.8594541	-73.9260423
2	ft george ter, Manhattan, NY	10040	40.857071	-73.927933
0	ft tryon park boundary, Manhattan, NY	None	40.790278	-73.959722
1	ft tryon park boundary, Manhattan, NY	None	40.7830603	-73.9712488
--	ft tryon pl, Manhattan, NY	10040	40.8632707	-73.9320033
--	g hartman sq, Manhattan, NY	10031	40.8241314	-73.9485191
0	g rd, Manhattan, NY	None	40.7128417	-73.9939016
1	g rd, Manhattan, NY	None	40.802479	-73.9586849
2	g rd, Manhattan, NY	None	40.7212899	-73.9488901
3	g rd, Manhattan, NY	None	40.8482565	-73.9367949
4	g rd, Manhattan, NY	10307	40.502149	-74.2417108
5	g rd, Manhattan, NY	None	40.5881061	-73.9661043
6	g rd, Manhattan, NY	10044	40.759133	-73.953438
7	g rd, Manhattan, NY	10002	40.714229	-73.9941696
8	g rd, Manhattan, NY	None	40.7384018	-73.9732231
9	g rd, Manhattan, NY	10044	40.76595	-73.946028
10	g rd, Manhattan, NY	11224	40.5779365	-74.0094839
11	g rd, Manhattan, NY	07701	40.7108547	-73.9844863
12	g rd, Manhattan, NY	10044	40.757596	-73.95495
13	g rd, Manhattan, NY	None	40.7681121	-73.9823699
14	g rd, Manhattan, NY	11752	40.7551856	-73.1832139
15	g rd, Manhattan, NY	11222	40.7378375	-73.9554203
16	g rd, Manhattan, NY	10532	41.1059734	-73.790757
17	g rd, Manhattan, NY	07307	40.7428124	-74.0515645
18	g rd, Manhattan, NY	11704	40.718359	-73.344226
19	g rd, Manhattan, NY	None	42.939138	-78.828154
20	g rd, Manhattan, NY	None	40.965346	-73.8251734
21	g rd, Manhattan, NY	None	41.0461216	-73.7970472
22	g rd, Manhattan, NY	14489	43.0644595	-76.9806801
23	g rd, Manhattan, NY	10801	40.9188427	-73.7804972
24	g rd, Manhattan, NY	07087	40.7567337	-74.0349984
25	g rd, Manhattan, NY	11762	40.676136	-73.450754
26	g rd, Manhattan, NY	11590	40.7490359	-73.5949416
27	g rd, Manhattan, NY	14020	43.0035979	-78.1740925
0	g washington br en w 179 st, Manhattan, NY	None	40.790278	-73.959722
1	g washington br en w 179 st, Manhattan, NY	None	40.7830603	-73.9712488
--	galanaugh ln, Manhattan, NY	10035	40.7913594	-73.9198743
0	galvin ave, Manhattan, NY	None	40.802479	-73.9586849
1	galvin ave, Manhattan, NY	None	40.7212899	-73.9488901
2	galvin ave, Manhattan, NY	11222	40.7378375	-73.9554203
3	galvin ave, Manhattan, NY	07307	40.7428124	-74.0515645
4	galvin ave, Manhattan, NY	07087	40.7567337	-74.0349984
5	galvin ave, Manhattan, NY	10801	40.9188427	-73.7804972
6	galvin ave, Manhattan, NY	07001	40.574897	-74.274853
7	galvin ave, Manhattan, NY	10021	40.7744828	-73.9651302
8	galvin ave, Manhattan, NY	10019	40.7632696	-73.9776493
9	galvin ave, Manhattan, NY	10532	41.1059734	-73.790757
10	galvin ave, Manhattan, NY	11704	40.718359	-73.344226
11	galvin ave, Manhattan, NY	None	42.939138	-78.828154
12	galvin ave, Manhattan, NY	None	40.965346	-73.8251734
13	galvin ave, Manhattan, NY	None	41.0461216	-73.7970472
14	galvin ave, Manhattan, NY	11762	40.676136	-73.450754
15	galvin ave, Manhattan, NY	11590	40.7490359	-73.5949416
16	galvin ave, Manhattan, NY	14020	43.0035979	-78.1740925
17	galvin ave, Manhattan, NY	13069	43.3332353	-76.4092074
18	galvin ave, Manhattan, NY	10940	41.442237	-74.436904
19	galvin ave, Manhattan, NY	13357	43.02194	-75.058451
20	galvin ave, Manhattan, NY	10580	40.995538	-73.6941124
21	galvin ave, Manhattan, NY	11222	40.723957	-73.95105
22	galvin ave, Manhattan, NY	11222	40.723454	-73.950691
23	galvin ave, Manhattan, NY	11222	40.730103	-73.954445
24	galvin ave, Manhattan, NY	11206	40.707157	-73.944405
25	galvin ave, Manhattan, NY	11222	40.723839	-73.950195
26	galvin ave, Manhattan, NY	None	40.7128417	-73.9939016
27	galvin ave, Manhattan, NY	10280	40.708455	-74.017185
28	galvin ave, Manhattan, NY	11575	40.674671	-73.575143
--	gateway plz, Manhattan, NY	10280	40.711304	-74.016151
0	george washington bridge appr, Manhattan, NY	None	40.790278	-73.959722
1	george washington bridge appr, Manhattan, NY	None	40.7830603	-73.9712488
0	george washington bridge en, Manhattan, NY	None	40.790278	-73.959722
1	george washington bridge en, Manhattan, NY	None	40.7830603	-73.9712488
0	george washington bridge exit, Manhattan, NY	None	40.790278	-73.959722
1	george washington bridge exit, Manhattan, NY	None	40.7830603	-73.9712488
0	gold street extension, Manhattan, NY	None	40.790278	-73.959722
1	gold street extension, Manhattan, NY	None	40.7830603	-73.9712488
0	golda meir sq, Manhattan, NY	None	40.790278	-73.959722
1	golda meir sq, Manhattan, NY	None	40.7830603	-73.9712488
--	golden pacific plz, Manhattan, NY	None	40.6810122	-73.9679581
--	gouverneur ln, Manhattan, NY	10005	40.7042514	-74.0077244
--	gouverneur slip, Manhattan, NY	10002	40.7112926	-73.9833125
--	gouverneur slip e, Manhattan, NY	10002	40.7112926	-73.9833125
--	gouverneur slip w, Manhattan, NY	10002	40.7112482	-73.98391
--	gouverneur st, Manhattan, NY	10002	40.7124836	-73.983791
0	governors island ferry route, Manhattan, NY	10004	40.701411	-74.013205
1	governors island ferry route, Manhattan, NY	11231	40.6928381	-74.0162754
2	governors island ferry route, Manhattan, NY	11231	40.692745	-74.0154499
3	governors island ferry route, Manhattan, NY	10004	40.7017696	-74.013349
--	gracie ter, Manhattan, NY	10028	40.7720468	-73.9459461
0	gracie ter extension, Manhattan, NY	None	40.790278	-73.959722
1	gracie ter extension, Manhattan, NY	None	40.7830603	-73.9712488
0	grand central partnership, Manhattan, NY	None	40.790278	-73.959722
1	grand central partnership, Manhattan, NY	None	40.7830603	-73.9712488
0	grand st extension, Manhattan, NY	None	40.790278	-73.959722
1	grand st extension, Manhattan, NY	None	40.7830603	-73.9712488
0	grants tomb boundary, Manhattan, NY	None	40.790278	-73.959722
1	grants tomb boundary, Manhattan, NY	None	40.7830603	-73.9712488
--	great jones aly, Manhattan, NY	10012	40.7275477	-73.9942094
--	greeley sq park, Manhattan, NY	10001	40.7486973	-73.9883675
--	greeley st, Manhattan, NY	07022	40.8239167	-74.0058901
0	greene st extension, Manhattan, NY	None	40.790278	-73.959722
1	greene st extension, Manhattan, NY	None	40.7830603	-73.9712488
0	greenwich aly, Manhattan, NY	None	40.7371583	-74.001484
1	greenwich aly, Manhattan, NY	None	40.7356011	-74.0070072
2	greenwich aly, Manhattan, NY	10014	40.7347333	-74.0068217
3	greenwich aly, Manhattan, NY	10580	40.995538	-73.6941124
0	greenwich street extension, Manhattan, NY	None	40.790278	-73.959722
1	greenwich street extension, Manhattan, NY	None	40.7830603	-73.9712488
--	gresham rd, Manhattan, NY	11231	40.6875639	-74.0229785
--	gustave l levy pl, Manhattan, NY	10029	40.7891959	-73.9548171
0	h hudson parkway approach, Manhattan, NY	10005	40.7077662	-74.0087694
1	h hudson parkway approach, Manhattan, NY	10002	40.7071094	-73.9903375
0	h hudson parkway ramp, Manhattan, NY	10035	40.796139	-73.91951
1	h hudson parkway ramp, Manhattan, NY	10128	40.7789538	-73.9439246
0	h hudson py nb en cross bronx ep, Manhattan, NY	None	40.790278	-73.959722
1	h hudson py nb en cross bronx ep, Manhattan, NY	None	40.7830603	-73.9712488
0	h hudson py sb en cross bronx ep, Manhattan, NY	None	40.790278	-73.959722
1	h hudson py sb en cross bronx ep, Manhattan, NY	None	40.7830603	-73.9712488
--	hague st, Manhattan, NY	07307	40.7566928	-74.0462976
--	half moon rd, Manhattan, NY	11231	40.6853563	-74.0227787
0	hamill pl, Manhattan, NY	None	40.790278	-73.959722
1	hamill pl, Manhattan, NY	None	40.7127837	-74.0059413
2	hamill pl, Manhattan, NY	None	40.7830603	-73.9712488
--	hanover plz, Manhattan, NY	10005	40.7053026	-74.0090363
--	harkness plz, Manhattan, NY	11235	40.5864526	-73.930442
0	harlem river dr sb en 3 av br, Manhattan, NY	None	40.8277564	-73.9346423
1	harlem river dr sb en 3 av br, Manhattan, NY	10039	40.8331316	-73.9354716
2	harlem river dr sb en 3 av br, Manhattan, NY	22546	37.9422424	-77.5612983
3	harlem river dr sb en 3 av br, Manhattan, NY	59526	48.4359499	-108.5348854
--	harlem river drive entrance nb, Manhattan, NY	None	40.8277564	-73.9346423
--	harlem river drive entrance ramp, Manhattan, NY	None	40.8277564	-73.9346423
--	harlem river drive entrance sb, Manhattan, NY	None	40.8277564	-73.9346423
--	harlem river drive exit 18 nb, Manhattan, NY	None	40.8277564	-73.9346423
--	harlem river drive exit 19 nb, Manhattan, NY	None	40.8277564	-73.9346423
--	harlem river drive exit 19 sb, Manhattan, NY	None	40.8277564	-73.9346423
--	harlem river drive exit 20 sb, Manhattan, NY	None	40.8277564	-73.9346423
--	harlem river drive exit 21 nb, Manhattan, NY	None	40.8277564	-73.9346423
--	harlem river drive exit 22 sb, Manhattan, NY	None	40.8277564	-73.9346423
--	harlem river drive exit 23 nb, Manhattan, NY	None	40.8277564	-73.9346423
--	harlem river drive exit 23 sb, Manhattan, NY	None	40.8277564	-73.9346423
--	harlem river drive exit nb, Manhattan, NY	None	40.8277564	-73.9346423
--	harlem river drive exit ramp, Manhattan, NY	None	40.8277564	-73.9346423
--	harlem river drive exit sb, Manhattan, NY	None	40.8277564	-73.9346423
--	harlem river drive greenway, Manhattan, NY	None	40.8277564	-73.9346423
--	harlem river drive nb exit 24, Manhattan, NY	None	40.8277564	-73.9346423
0	harlem river drive sb en prk ave, Manhattan, NY	None	40.802479	-73.9586849
1	harlem river drive sb en prk ave, Manhattan, NY	None	40.7212899	-73.9488901
2	harlem river drive sb en prk ave, Manhattan, NY	11222	40.7378375	-73.9554203
3	harlem river drive sb en prk ave, Manhattan, NY	07307	40.7428124	-74.0515645
4	harlem river drive sb en prk ave, Manhattan, NY	07087	40.7567337	-74.0349984
5	harlem river drive sb en prk ave, Manhattan, NY	10801	40.9188427	-73.7804972
6	harlem river drive sb en prk ave, Manhattan, NY	07001	40.574897	-74.274853
7	harlem river drive sb en prk ave, Manhattan, NY	10021	40.7744828	-73.9651302
8	harlem river drive sb en prk ave, Manhattan, NY	10019	40.7632696	-73.9776493
9	harlem river drive sb en prk ave, Manhattan, NY	10532	41.1059734	-73.790757
10	harlem river drive sb en prk ave, Manhattan, NY	11704	40.718359	-73.344226
11	harlem river drive sb en prk ave, Manhattan, NY	None	42.939138	-78.828154
12	harlem river drive sb en prk ave, Manhattan, NY	None	40.965346	-73.8251734
13	harlem river drive sb en prk ave, Manhattan, NY	None	41.0461216	-73.7970472
14	harlem river drive sb en prk ave, Manhattan, NY	11762	40.676136	-73.450754
15	harlem river drive sb en prk ave, Manhattan, NY	11590	40.7490359	-73.5949416
16	harlem river drive sb en prk ave, Manhattan, NY	14020	43.0035979	-78.1740925
17	harlem river drive sb en prk ave, Manhattan, NY	13069	43.3332353	-76.4092074
18	harlem river drive sb en prk ave, Manhattan, NY	10940	41.442237	-74.436904
19	harlem river drive sb en prk ave, Manhattan, NY	13357	43.02194	-75.058451
20	harlem river drive sb en prk ave, Manhattan, NY	10580	40.995538	-73.6941124
21	harlem river drive sb en prk ave, Manhattan, NY	11222	40.723957	-73.95105
22	harlem river drive sb en prk ave, Manhattan, NY	11222	40.723454	-73.950691
23	harlem river drive sb en prk ave, Manhattan, NY	11222	40.730103	-73.954445
24	harlem river drive sb en prk ave, Manhattan, NY	11206	40.707157	-73.944405
25	harlem river drive sb en prk ave, Manhattan, NY	11222	40.723839	-73.950195
26	harlem river drive sb en prk ave, Manhattan, NY	None	40.7128417	-73.9939016
27	harlem river drive sb en prk ave, Manhattan, NY	10280	40.708455	-74.017185
28	harlem river drive sb en prk ave, Manhattan, NY	11575	40.674671	-73.575143
0	harlem river driveway exit sb, Manhattan, NY	None	40.790278	-73.959722
1	harlem river driveway exit sb, Manhattan, NY	None	40.7830603	-73.9712488
0	harlem river drv nb en e 126 st, Manhattan, NY	None	40.8277564	-73.9346423
1	harlem river drv nb en e 126 st, Manhattan, NY	10039	40.8331316	-73.9354716
2	harlem river drv nb en e 126 st, Manhattan, NY	22546	37.9422424	-77.5612983
3	harlem river drv nb en e 126 st, Manhattan, NY	59526	48.4359499	-108.5348854
0	harlem river drv nb en e 139 st, Manhattan, NY	None	40.8277564	-73.9346423
1	harlem river drv nb en e 139 st, Manhattan, NY	10039	40.8331316	-73.9354716
2	harlem river drv nb en e 139 st, Manhattan, NY	22546	37.9422424	-77.5612983
3	harlem river drv nb en e 139 st, Manhattan, NY	59526	48.4359499	-108.5348854
0	harlem river drv sb en e 142 st, Manhattan, NY	None	40.8277564	-73.9346423
1	harlem river drv sb en e 142 st, Manhattan, NY	10039	40.8331316	-73.9354716
2	harlem river drv sb en e 142 st, Manhattan, NY	22546	37.9422424	-77.5612983
3	harlem river drv sb en e 142 st, Manhattan, NY	59526	48.4359499	-108.5348854
0	harlem river dw ramp, Manhattan, NY	10035	40.796139	-73.91951
1	harlem river dw ramp, Manhattan, NY	10128	40.7789538	-73.9439246
--	harlem river pathway, Manhattan, NY	10035	40.7911217	-73.9297045
--	harlem rvr dr sb en amsterdam av, Manhattan, NY	None	40.8417149	-73.9355771
--	harry blumenstein plz, Manhattan, NY	None	40.7384018	-73.9732231
--	harry howard sq, Manhattan, NY	10013	40.7195261	-74.0006366
0	haywood burns corner, Manhattan, NY	None	40.790278	-73.959722
1	haywood burns corner, Manhattan, NY	None	40.7830603	-73.9712488
--	hell gate cir, Manhattan, NY	10035	40.7873338	-73.9283377
0	henry hudson parkway en ramp, Manhattan, NY	10035	40.796139	-73.91951
1	henry hudson parkway en ramp, Manhattan, NY	10128	40.7789538	-73.9439246
0	henry hudson parkway entrance nb, Manhattan, NY	None	40.790278	-73.959722
1	henry hudson parkway entrance nb, Manhattan, NY	None	40.7830603	-73.9712488
0	henry hudson parkway entrance sb, Manhattan, NY	None	40.790278	-73.959722
1	henry hudson parkway entrance sb, Manhattan, NY	None	40.7830603	-73.9712488
0	henry hudson parkway et 9 nb, Manhattan, NY	None	40.790278	-73.959722
1	henry hudson parkway et 9 nb, Manhattan, NY	None	40.7830603	-73.9712488
0	henry hudson parkway et 10 nb, Manhattan, NY	None	40.790278	-73.959722
1	henry hudson parkway et 10 nb, Manhattan, NY	None	40.7830603	-73.9712488
0	henry hudson parkway et 10 sb, Manhattan, NY	None	40.790278	-73.959722
1	henry hudson parkway et 10 sb, Manhattan, NY	None	40.7830603	-73.9712488
0	henry hudson parkway et 11 nb, Manhattan, NY	None	40.790278	-73.959722
1	henry hudson parkway et 11 nb, Manhattan, NY	None	40.7830603	-73.9712488
0	henry hudson parkway et 11 sb, Manhattan, NY	None	40.790278	-73.959722
1	henry hudson parkway et 11 sb, Manhattan, NY	None	40.7830603	-73.9712488
0	henry hudson parkway et 12 nb, Manhattan, NY	None	40.790278	-73.959722
1	henry hudson parkway et 12 nb, Manhattan, NY	None	40.7830603	-73.9712488
0	henry hudson parkway et 12 sb, Manhattan, NY	None	40.790278	-73.959722
1	henry hudson parkway et 12 sb, Manhattan, NY	None	40.7830603	-73.9712488
0	henry hudson parkway et 13 nb, Manhattan, NY	None	40.790278	-73.959722
1	henry hudson parkway et 13 nb, Manhattan, NY	None	40.7830603	-73.9712488
0	henry hudson parkway et 13 sb, Manhattan, NY	None	40.790278	-73.959722
1	henry hudson parkway et 13 sb, Manhattan, NY	None	40.7830603	-73.9712488
0	henry hudson parkway et 14 nb, Manhattan, NY	None	40.790278	-73.959722
1	henry hudson parkway et 14 nb, Manhattan, NY	None	40.7830603	-73.9712488
0	henry hudson parkway et 14 sb, Manhattan, NY	None	40.790278	-73.959722
