,Unnamed: 0,boro,stname,numeric_ind,GFT,len_full_name,num_of_progens,progen_word_1,progen_gft_1,progen_b10sc_1,progen_word_2,progen_gft_2,progen_b10sc_2,clean_name
0,0,1,   1 STREET                     ,N,S,16,1,E, ,11701001010, , ,           ,1 st
1,1,1,   2 STREET                     ,N,S,16,1,E, ,11703001010, , ,           ,2 st
2,2,1,   3 STREET                     ,N,S,16,2,E, ,11705001010,W, ,13389001010,3 st
3,3,1,   4 STREET                     ,N,S,16,2,E, ,11707001010,W, ,13391001010,4 st
4,4,1,   4 WALK                       ,N,S,14,1,E, ,11707501010, , ,           ,4 walk
5,5,1,   5 STREET                     ,N,S,16,1,E, ,11709001010, , ,           ,5 st
6,6,1,   5 WALK                       ,N,S,14,1,E, ,11709501010, , ,           ,5 walk
7,7,1,   5 WALK PEDESTRIAN OPAS       ,N,S,30,1,E, ,10031201010, , ,           ,5 walk pedestrian opas
8,8,1,   6 ST PEDESTRIAN BRIDGE       ,N,S,30,1,E,B,19751020050, , ,           ,6 st pedestrian bridge
9,9,1,   6 STREET                     ,N,S,16,1,E, ,11711001010, , ,           ,6 st
10,10,1,   6 STREET FOOT BRIDGE         ,N,S,28,1,E,B,19751020090, , ,           ,6 street foot bridge
11,11,1,   6 STREET FOOTBRIDGE          ,N,S,27,1,E,B,19751020070, , ,           ,6 street footbridge
12,12,1,   6 STREET PEDESTRIAN BRDG     ,N,S,32,1,E,B,19751020040, , ,           ,6 street pedestrian brdg
13,13,1,   6 STREET PEDESTRIAN OVPS     ,N,S,32,1,E,B,19751020020, , ,           ,6 street pedestrian ovps
14,14,1,   7 STREET                     ,N,S,16,1,E, ,11713001010, , ,           ,7 st
15,15,1,   8 STREET                     ,N,S,16,2,E, ,11715001010,W, ,13393001010,8 st
16,16,1,   9 STREET                     ,N,S,16,2,E, ,11717001010,W, ,13395001010,9 st
17,17,1,  10 ST PEDESTRIAN OVERPASS     ,N,S,32,1,E,B,19751010020, , ,           ,10 st pedestrian overpass
18,18,1,  10 STREET                     ,N,S,16,2,E, ,11719001010,W, ,13397001010,10 st
19,19,1,  10 STREET PEDESTRIAN OVPS     ,N,S,32,1,E,B,19751010010, , ,           ,10 street pedestrian ovps
20,20,1,  11 STREET                     ,N,S,16,2,E, ,11721001010,W, ,13399001010,11 st
21,21,1,  12 STREET                     ,N,S,16,2,E, ,11723001010,W, ,13401001010,12 st
22,22,1,  13 ST EXTENSION               ,N,S,22,1,E, ,11726001020, , ,           ,13 st extension
23,23,1,  13 STREET                     ,N,S,16,2,E, ,11725001010,W, ,13403001010,13 st
24,24,1,  13 STREET EXTENSION           ,N,S,26,1,E, ,11726001010, , ,           ,13 street extension
25,25,1,  14 ST EASTBOUND ROADBED       ,N,S,30,1,E, ,11727005020, , ,           ,14 st eastbound roadbed
26,26,1,  14 ST EXTENSION               ,N,S,22,1,E, ,11728001020, , ,           ,14 st extension
27,27,1,  14 ST FDR DRIVE SB EN         ,N,S,28,1,E,Z,11082001110, , ,           ,14 st fdr drive sb en
28,28,1,  14 ST SB ENTRANCE FDR DRV     ,N,S,32,1,E,Z,11082001090, , ,           ,14 st sb entrance fdr drv
29,29,1,  14 ST WESTBOUND ROADBED       ,N,S,30,1,E, ,11727004020, , ,           ,14 st westbound roadbed
30,30,1,  14 STREET                     ,N,S,16,2,E, ,11727001010,W, ,13405001010,14 st
31,31,1,  14 STREET EB ROADBED          ,N,S,27,1,E, ,11727005010, , ,           ,14 street eb roadbed
32,32,1,  14 STREET EXTENSION           ,N,S,26,1,E, ,11728001010, , ,           ,14 street extension
33,33,1,  14 STREET FDR DRIVE SB EN     ,N,S,32,1,E,Z,11082001120, , ,           ,14 street fdr drive sb en
34,34,1,  14 STREET WB ROADBED          ,N,S,27,1,E, ,11727004010, , ,           ,14 street wb roadbed
35,35,1,  15 ST EXTENSION               ,N,S,22,1,E, ,11730001020, , ,           ,15 st extension
36,36,1,  15 STREET                     ,N,S,16,2,E, ,11729001010,W, ,13407001010,15 st
37,37,1,  15 STREET EXTENSION           ,N,S,26,1,E, ,11730001010, , ,           ,15 street extension
38,38,1,  16 STREET                     ,N,S,16,2,E, ,11731001010,W, ,13409001010,16 st
39,39,1,  17 STREET                     ,N,S,16,2,E, ,11733001010,W, ,13411001010,17 st
40,40,1,  18 STREET                     ,N,S,16,2,E, ,11735001010,W, ,13413001010,18 st
41,41,1,  19 STREET                     ,N,S,16,2,E, ,11737001010,W, ,13415001010,19 st
42,42,1,  20 ST EASTBOUND ROADBED       ,N,S,30,1,E, ,11739004020, , ,           ,20 st eastbound roadbed
43,43,1,  20 ST EXTENSION               ,N,S,22,1,E, ,11740001020, , ,           ,20 st extension
44,44,1,  20 ST FDR DRIVE SB EN         ,N,S,28,1,E,Z,11082501110, , ,           ,20 st fdr drive sb en
45,45,1,  20 ST SB ENTRANCE FDR DRV     ,N,S,32,1,E,Z,11082501090, , ,           ,20 st sb entrance fdr drv
46,46,1,  20 ST WESTBOUND ROADBED       ,N,S,30,1,E, ,11739003020, , ,           ,20 st westbound roadbed
47,47,1,  20 STREET                     ,N,S,16,2,E, ,11739001010,W, ,13417001010,20 st
48,48,1,  20 STREET EB ROADBED          ,N,S,27,1,E, ,11739004010, , ,           ,20 street eb roadbed
49,49,1,  20 STREET EXTENSION           ,N,S,26,1,E, ,11740001010, , ,           ,20 street extension
50,50,1,  20 STREET FDR DRIVE SB EN     ,N,S,32,1,E,Z,11082501120, , ,           ,20 street fdr drive sb en
51,51,1,  20 STREET WB ROADBED          ,N,S,27,1,E, ,11739003010, , ,           ,20 street wb roadbed
52,52,1,  21 STREET                     ,N,S,16,2,E, ,11741001010,W, ,13419001010,21 st
53,53,1,  22 STREET                     ,N,S,16,2,E, ,11743001010,W, ,13421001010,22 st
54,54,1,  23 ST EASTBOUND ROADBED       ,N,S,30,1,E, ,11745003020, , ,           ,23 st eastbound roadbed
55,55,1,  23 ST EXTENSION               ,N,S,22,1,E, ,11746001020, , ,           ,23 st extension
56,56,1,  23 ST WESTBOUND ROADBED       ,N,S,30,1,E, ,11745002020, , ,           ,23 st westbound roadbed
57,57,1,  23 STREET                     ,N,S,16,2,E, ,11745001010,W, ,13423001010,23 st
58,58,1,  23 STREET EB ROADBED          ,N,S,27,1,E, ,11745003010, , ,           ,23 street eb roadbed
59,59,1,  23 STREET EXTENSION           ,N,S,26,1,E, ,11746001010, , ,           ,23 street extension
60,60,1,  23 STREET WB ROADBED          ,N,S,27,1,E, ,11745002010, , ,           ,23 street wb roadbed
61,61,1,  24 STREET                     ,N,S,16,2,E, ,11747001010,W, ,13425001010,24 st
62,62,1,  25 ST BRIDGE                  ,N,S,19,1,E,B,11749501010, , ,           ,25 st bridge
63,63,1,  25 ST EXTENSION               ,N,S,22,1,E, ,11750001020, , ,           ,25 st extension
64,64,1,  25 ST FOOT BRIDGE             ,N,S,24,1,E,B,19751021080, , ,           ,25 st foot bridge
65,65,1,  25 ST FOOTBRIDGE              ,N,S,23,1,E,B,19751021060, , ,           ,25 st footbridge
66,66,1,  25 ST PEDESTRIAN BRIDGE       ,N,S,30,1,E,B,19751021040, , ,           ,25 st pedestrian bridge
67,67,1,  25 ST PEDESTRIAN OVERPASS     ,N,S,32,1,E,B,19751021020, , ,           ,25 st pedestrian overpass
68,68,1,  25 STREET                     ,N,S,16,2,E, ,11749001010,W, ,13427001010,25 st
69,69,1,  25 STREET BRIDGE              ,N,S,23,1,E,B,11749501020, , ,           ,25 street bridge
70,70,1,  25 STREET EXTENSION           ,N,S,26,1,E, ,11750001010, , ,           ,25 street extension
71,71,1,  25 STREET FOOT BRIDGE         ,N,S,28,1,E,B,19751021070, , ,           ,25 street foot bridge
72,72,1,  25 STREET FOOTBRIDGE          ,N,S,27,1,E,B,19751021050, , ,           ,25 street footbridge
73,73,1,  25 STREET PEDESTRIAN BRDG     ,N,S,32,1,E,B,19751021030, , ,           ,25 street pedestrian brdg
74,74,1,  25 STREET PEDESTRIAN OVPS     ,N,S,32,1,E,B,19751021010, , ,           ,25 street pedestrian ovps
75,75,1,  26 STREET                     ,N,S,16,2,E, ,11751001010,W, ,13429001010,26 st
76,76,1,  27 DRIVE                      ,N,S,15,1,W, ,13431001010, , ,           ,27 dr
77,77,1,  27 ST DRIVE                   ,N,S,18,1,W, ,13431001020, , ,           ,27 st dr
78,78,1,  27 STREET                     ,N,S,16,2,E, ,11753001010,W, ,13431002010,27 st
79,79,1,  27 STREET DRIVE               ,N,S,22,1,W, ,13431001030, , ,           ,27 street dr
80,80,1,  28 STREET                     ,N,S,16,2,E, ,11755001010,W, ,13433001010,28 st
81,81,1,  29 STREET                     ,N,S,16,2,E, ,11757001010,W, ,13435001010,29 st
82,82,1,  30 STREET                     ,N,S,16,2,E, ,11759001010,W, ,13437001010,30 st
83,83,1,  31 STREET                     ,N,S,16,2,E, ,11761001010,W, ,13439001010,31 st
84,84,1,  32 STREET                     ,N,S,16,2,E, ,11763001010,W, ,13441001010,32 st
85,85,1,  33 STREET                     ,N,S,16,2,E, ,11765001010,W, ,13443001010,33 st
86,86,1,  34 ST EXTENSION               ,N,S,22,1,E, ,11768001020, , ,           ,34 st extension
87,87,1,  34 ST FDR DRIVE SB EN         ,N,S,28,1,E,Z,11083001110, , ,           ,34 st fdr drive sb en
88,88,1,  34 ST SB ENTRANCE FDR DRV     ,N,S,32,1,E,Z,11083001090, , ,           ,34 st sb entrance fdr drv
89,89,1,  34 STREET                     ,N,S,16,2,E, ,11767001010,W, ,13445001010,34 st
90,90,1,  34 STREET EXTENSION           ,N,S,26,1,E, ,11768001010, , ,           ,34 street extension
91,91,1,  34 STREET FDR DRIVE SB EN     ,N,S,32,1,E,Z,11083001120, , ,           ,34 street fdr drive sb en
92,92,1,  35 STREET                     ,N,S,16,2,E, ,11769001010,W, ,13447001010,35 st
93,93,1,  36 ST EXTENSION               ,N,S,22,1,E, ,11771001020, , ,           ,36 st extension
94,94,1,  36 STREET                     ,N,S,16,2,E, ,11771001010,W, ,13449001010,36 st
95,95,1,  36 STREET EXTENSION           ,N,S,26,1,E, ,11771001030, , ,           ,36 street extension
96,96,1,  37 ST EXTENSION               ,N,S,22,1,E, ,11773001020, , ,           ,37 st extension
97,97,1,  37 STREET                     ,N,S,16,2,E, ,11773001010,W, ,13451001010,37 st
98,98,1,  37 STREET EXTENSION           ,N,S,26,1,E, ,11773001030, , ,           ,37 street extension
99,99,1,  38 ST EXTENSION               ,N,S,22,1,E, ,11775001020, , ,           ,38 st extension
100,100,1,  38 STREET                     ,N,S,16,2,E, ,11775001010,W, ,13453001010,38 st
101,101,1,  38 STREET EXTENSION           ,N,S,26,1,E, ,11775001030, , ,           ,38 street extension
102,102,1,  39 STREET                     ,N,S,16,2,E, ,11777001010,W, ,13455001010,39 st
103,103,1,  40 ST EXTENSION               ,N,S,22,1,E, ,11780001020, , ,           ,40 st extension
104,104,1,  40 STREET                     ,N,S,16,2,E, ,11779001010,W, ,13457001010,40 st
105,105,1,  40 STREET EXTENSION           ,N,S,26,1,E, ,11780001010, , ,           ,40 street extension
106,106,1,  41 ST EXTENSION               ,N,S,22,1,E, ,11782001020, , ,           ,41 st extension
107,107,1,  41 STREET                     ,N,S,16,2,E, ,11781001010,W, ,13459002010,41 st
108,108,1,  41 STREET EXTENSION           ,N,S,26,1,E, ,11782001010, , ,           ,41 street extension
109,109,1,  42 ST EXTENSION               ,N,S,22,1,E, ,11783001020, , ,           ,42 st extension
110,110,1,  42 STREET                     ,N,S,16,2,E, ,11783001010,W, ,13461001010,42 st
111,111,1,  42 STREET EXTENSION           ,N,S,26,1,E, ,11783001030, , ,           ,42 street extension
112,112,1,  43 STREET                     ,N,S,16,2,E, ,11785002010,W, ,13463001010,43 st
113,113,1,  44 STREET                     ,N,S,16,2,E, ,11787001010,W, ,13465001010,44 st
114,114,1,  45 STREET                     ,N,S,16,2,E, ,11789001010,W, ,13467001010,45 st
115,115,1,  46 ST PEDESTRIAN OVERPASS     ,N,S,32,1,W,B,19751016010, , ,           ,46 st pedestrian overpass
116,116,1,  46 STREET                     ,N,S,16,2,E, ,11791001010,W, ,13469001010,46 st
117,117,1,  46 STREET PEDESTRIAN OVPS     ,N,S,32,1,W,B,19751016030, , ,           ,46 street pedestrian ovps
118,118,1,  47 STREET                     ,N,S,16,2,E, ,11793001010,W, ,13471002010,47 st
119,119,1,  48 ST EXTENSION               ,N,S,22,1,E, ,11796001020, , ,           ,48 st extension
120,120,1,  48 ST FDR DRIVE NB EN         ,N,S,28,1,E,Z,11086001110, , ,           ,48 st fdr drive nb en
121,121,1,  48 ST NB ENTRANCE FDR DRV     ,N,S,32,1,E,Z,11086001090, , ,           ,48 st nb entrance fdr drv
122,122,1,  48 STREET                     ,N,S,16,2,E, ,11795001010,W, ,13473001010,48 st
123,123,1,  48 STREET EXTENSION           ,N,S,26,1,E, ,11796001010, , ,           ,48 street extension
124,124,1,  48 STREET FDR DRIVE NB EN     ,N,S,32,1,E,Z,11086001120, , ,           ,48 street fdr drive nb en
125,125,1,  49 ST EASTBOUND ROADBED       ,N,S,30,1,E, ,11797004020, , ,           ,49 st eastbound roadbed
126,126,1,  49 ST EXTENSION               ,N,S,22,1,E, ,11798001020, , ,           ,49 st extension
127,127,1,  49 ST WESTBOUND ROADBED       ,N,S,30,1,E, ,11797003020, , ,           ,49 st westbound roadbed
128,128,1,  49 STREET                     ,N,S,16,2,E, ,11797001010,W, ,13475001010,49 st
129,129,1,  49 STREET EB ROADBED          ,N,S,27,1,E, ,11797004010, , ,           ,49 street eb roadbed
130,130,1,  49 STREET EXTENSION           ,N,S,26,1,E, ,11798001010, , ,           ,49 street extension
131,131,1,  49 STREET WB ROADBED          ,N,S,27,1,E, ,11797003010, , ,           ,49 street wb roadbed
132,132,1,  50 STREET                     ,N,S,16,2,E, ,11799001010,W, ,13477001010,50 st
133,133,1,  51 ST EXTENSION               ,N,S,22,1,E, ,11802001020, , ,           ,51 st extension
134,134,1,  51 ST FOOT BRIDGE             ,N,S,24,1,E,B,19751022080, , ,           ,51 st foot bridge
135,135,1,  51 ST FOOTBRIDGE              ,N,S,23,1,E,B,19751022060, , ,           ,51 st footbridge
136,136,1,  51 ST PEDESTRIAN BRIDGE       ,N,S,30,1,E,B,19751022040, , ,           ,51 st pedestrian bridge
137,137,1,  51 ST PEDESTRIAN OVERPASS     ,N,S,32,1,E,B,19751022020, , ,           ,51 st pedestrian overpass
138,138,1,  51 STREET                     ,N,S,16,2,E, ,11801001010,W, ,13479001010,51 st
139,139,1,  51 STREET EXTENSION           ,N,S,26,1,E, ,11802001010, , ,           ,51 street extension
140,140,1,  51 STREET FOOT BRIDGE         ,N,S,28,1,E,B,19751022070, , ,           ,51 street foot bridge
141,141,1,  51 STREET FOOTBRIDGE          ,N,S,27,1,E,B,19751022050, , ,           ,51 street footbridge
142,142,1,  51 STREET PEDESTRIAN BRDG     ,N,S,32,1,E,B,19751022030, , ,           ,51 street pedestrian brdg
143,143,1,  51 STREET PEDESTRIAN OVPS     ,N,S,32,1,E,B,19751022010, , ,           ,51 street pedestrian ovps
144,144,1,  52 ST EXTENSION               ,N,S,22,1,E, ,11804001020, , ,           ,52 st extension
145,145,1,  52 STREET                     ,N,S,16,2,E, ,11803001010,W, ,13481002010,52 st
146,146,1,  52 STREET EXTENSION           ,N,S,26,1,E, ,11804001010, , ,           ,52 street extension
147,147,1,  53 STREET                     ,N,S,16,2,E, ,11805001010,W, ,13483001010,53 st
148,148,1,  54 ST EXTENSION               ,N,S,22,1,E, ,11808001020, , ,           ,54 st extension
149,149,1,  54 STREET                     ,N,S,16,2,E, ,11807001010,W, ,13485001010,54 st
150,150,1,  54 STREET EXTENSION           ,N,S,26,1,E, ,11808001010, , ,           ,54 street extension
151,151,1,  55 STREET                     ,N,S,16,2,E, ,11809001010,W, ,13487001010,55 st
152,152,1,  56 STREET                     ,N,S,16,2,E, ,11811001010,W, ,13489001010,56 st
153,153,1,  57 STREET                     ,N,S,16,2,E, ,11813001010,W, ,13491001010,57 st
154,154,1,  58 STREET                     ,N,S,16,2,E, ,11815001010,W, ,13493001010,58 st
155,155,1,  59 ST EXTENSION               ,N,S,22,1,E, ,11818001020, , ,           ,59 st extension
156,156,1,  59 ST PEDESTRIAN UNP          ,N,S,27,1,W, ,10018601020, , ,           ,59 st pedestrian unp
157,157,1,  59 STREET                     ,N,S,16,2,E, ,11817001010,W, ,11449002010,59 st
158,158,1,  59 STREET EXTENSION           ,N,S,26,1,E, ,11818001010, , ,           ,59 street extension
159,159,1,  59 STREET PEDESTRIAN UNP      ,N,S,31,1,W, ,10018601010, , ,           ,59 street pedestrian unp
160,160,1,  60 ST BRIDGE                  ,N,S,19,1,E,B,19751006170, , ,           ,60 st bridge
161,161,1,  60 ST FOOT BRIDGE             ,N,S,24,1,E,B,19751006150, , ,           ,60 st foot bridge
162,162,1,  60 ST FOOTBRIDGE              ,N,S,23,1,E,B,19751006130, , ,           ,60 st footbridge
163,163,1,  60 ST PED BRIDGE              ,N,S,23,1,E,B,19751006080, , ,           ,60 st ped bridge
164,164,1,  60 ST PED OVERPASS            ,N,S,25,1,E,B,19751006090, , ,           ,60 st ped overpass
165,165,1,  60 ST PEDESTRIAN BRIDGE       ,N,S,30,1,E,B,19751006070, , ,           ,60 st pedestrian bridge
166,166,1,  60 ST PEDESTRIAN OVERPASS     ,N,S,32,1,E,B,19751006010, , ,           ,60 st pedestrian overpass
167,167,1,  60 STREET                     ,N,S,16,2,E, ,11819001010,W, ,13497001010,60 st
168,168,1,  60 STREET BRIDGE              ,N,S,23,1,E,B,19751006180, , ,           ,60 street bridge
169,169,1,  60 STREET FOOT BRIDGE         ,N,S,28,1,E,B,19751006160, , ,           ,60 street foot bridge
170,170,1,  60 STREET FOOTBRIDGE          ,N,S,27,1,E,B,19751006140, , ,           ,60 street footbridge
171,171,1,  60 STREET PED BRIDGE          ,N,S,27,1,E,B,19751006120, , ,           ,60 street ped bridge
172,172,1,  60 STREET PED OVERPASS        ,N,S,29,1,E,B,19751006100, , ,           ,60 street ped overpass
173,173,1,  60 STREET PEDESTRIAN BRDG     ,N,S,32,1,E,B,19751006110, , ,           ,60 street pedestrian brdg
174,174,1,  60 STREET PEDESTRIAN OPAS     ,N,S,32,1,E,B,19751006060, , ,           ,60 street pedestrian opas
175,175,1,  61 DRIVE                      ,N,S,15,1,W, ,13498001010, , ,           ,61 dr
176,176,1,  61 STREET                     ,N,S,16,2,E, ,11821001010,W, ,13499001010,61 st
177,177,1,  62 ST FDR DRIVE NB EN         ,N,S,28,1,E,Z,11086501110, , ,           ,62 st fdr drive nb en
178,178,1,  62 ST NB ENTRANCE FDR DRV     ,N,S,32,1,E,Z,11086501080, , ,           ,62 st nb entrance fdr drv
179,179,1,  62 STREET                     ,N,S,16,2,E, ,11823001010,W, ,13501001010,62 st
180,180,1,  62 STREET FDR DRIVE NB EN     ,N,S,32,1,E,Z,11086501120, , ,           ,62 street fdr drive nb en
181,181,1,  63 ST EASTBOUND ROADBED       ,N,S,30,1,E, ,11825003020, , ,           ,63 st eastbound roadbed
182,182,1,  63 ST EXTENSION               ,N,S,22,1,E, ,11826001020, , ,           ,63 st extension
183,183,1,  63 ST FDR DRIVE SB EN         ,N,S,28,1,E,Z,11088501110, , ,           ,63 st fdr drive sb en
184,184,1,  63 ST PEDESTRIAN OVERPASS     ,N,S,32,1,E,B,19751012020, , ,           ,63 st pedestrian overpass
185,185,1,  63 ST SB ENTRANCE FDR DRV     ,N,S,32,1,E,Z,11088501090, , ,           ,63 st sb entrance fdr drv
186,186,1,  63 ST WESTBOUND ROADBED       ,N,S,30,1,E, ,11825002020, , ,           ,63 st westbound roadbed
187,187,1,  63 STREET                     ,N,S,16,2,E, ,11825001010,W, ,13503001010,63 st
188,188,1,  63 STREET EB ROADBED          ,N,S,27,1,E, ,11825003010, , ,           ,63 street eb roadbed
189,189,1,  63 STREET EXTENSION           ,N,S,26,1,E, ,11826001010, , ,           ,63 street extension
190,190,1,  63 STREET FDR DRIVE SB EN     ,N,S,32,1,E,Z,11088501120, , ,           ,63 street fdr drive sb en
191,191,1,  63 STREET PEDESTRIAN OVPS     ,N,S,32,1,E,B,19751012010, , ,           ,63 street pedestrian ovps
192,192,1,  63 STREET WB ROADBED          ,N,S,27,1,E, ,11825002010, , ,           ,63 street wb roadbed
193,193,1,  64 STREET                     ,N,S,16,2,E, ,11827001010,W, ,13505001010,64 st
194,194,1,  65 STREET                     ,N,S,16,2,E, ,11829001010,W, ,13507001010,65 st
195,195,1,  66 ST EASTBOUND ROADBED       ,N,S,30,1,E, ,11831003020, , ,           ,66 st eastbound roadbed
196,196,1,  66 ST EXTENSION               ,N,S,22,1,W, ,13510001020, , ,           ,66 st extension
197,197,1,  66 ST WESTBOUND ROADBED       ,N,S,30,1,E, ,11831002020, , ,           ,66 st westbound roadbed
198,198,1,  66 STREET                     ,N,S,16,2,E, ,11831001010,W, ,13509001010,66 st
199,199,1,  66 STREET EB ROADBED          ,N,S,27,1,E, ,11831003010, , ,           ,66 street eb roadbed
200,200,1,  66 STREET EXTENSION           ,N,S,26,1,W, ,13510001010, , ,           ,66 street extension
201,201,1,  66 STREET WB ROADBED          ,N,S,27,1,E, ,11831002010, , ,           ,66 street wb roadbed
202,202,1,  67 STREET                     ,N,S,16,2,E, ,11833001010,W, ,13511001010,67 st
203,203,1,  68 ST PEDESTRIAN UNP          ,N,S,27,1,W, ,10018301020, , ,           ,68 st pedestrian unp
204,204,1,  68 STREET                     ,N,S,16,2,E, ,11835001010,W, ,13513001010,68 st
205,205,1,  68 STREET PEDESTRIAN UNP      ,N,S,31,1,W, ,10018301010, , ,           ,68 street pedestrian unp
206,206,1,  69 STREET                     ,N,S,16,2,E, ,11837001010,W, ,13515001010,69 st
207,207,1,  70 ST EXTENSION               ,N,S,22,2,E, ,11840001020,W, ,13518001020,70 st extension
208,208,1,  70 STREET                     ,N,S,16,2,E, ,11839001010,W, ,13517001010,70 st
209,209,1,  70 STREET EXTENSION           ,N,S,26,2,E, ,11840001010,W, ,13518001010,70 street extension
210,210,1,  71 ST EXTENSION               ,N,S,22,1,E, ,11842001020, , ,           ,71 st extension
211,211,1,  71 ST PEDESTRIAN OVERPASS     ,N,S,32,1,E,B,19751013020, , ,           ,71 st pedestrian overpass
212,212,1,  71 STREET                     ,N,S,16,2,E, ,11841001010,W, ,13519001010,71 st
213,213,1,  71 STREET EXTENSION           ,N,S,26,1,E, ,11842001010, , ,           ,71 street extension
214,214,1,  71 STREET PEDESTRIAN OVPS     ,N,S,32,1,E,B,19751013010, , ,           ,71 street pedestrian ovps
215,215,1,  72 ST EXTENSION               ,N,S,22,2,E, ,11844001020,W, ,13522001020,72 st extension
216,216,1,  72 ST HHP NORTHBOUND EN       ,N,S,30,1,W,Z,11073001120, , ,           ,72 st hhp northbound en
217,217,1,  72 ST NB ENTRANCE HHP         ,N,S,28,1,W,Z,11073001100, , ,           ,72 st nb entrance hhp
218,218,1,  72 ST PEDESTRIAN UNP          ,N,S,27,1,W, ,10018501010, , ,           ,72 st pedestrian unp
219,219,1,  72 STREET                     ,N,S,16,2,E, ,11843001010,W, ,13521001010,72 st
220,220,1,  72 STREET EXTENSION           ,N,S,26,2,E, ,11844001010,W, ,13522001010,72 street extension
221,221,1,  72 STREET HHP NB EN           ,N,S,26,1,W,Z,11073001110, , ,           ,72 street hhp nb en
222,222,1,  72 STREET NB ENTRANCE HHP     ,N,S,32,1,W,Z,11073001090, , ,           ,72 street nb entrance hhp
223,223,1,  72 STREET PEDESTRIAN UNP      ,N,S,31,1,W, ,10018501020, , ,           ,72 street pedestrian unp
224,224,1,  73 ST EXTENSION               ,N,S,22,1,E, ,11846001020, , ,           ,73 st extension
225,225,1,  73 ST FDR DRIVE SB EN         ,N,S,28,1,E,Z,11088001110, , ,           ,73 st fdr drive sb en
226,226,1,  73 ST SB ENTRANCE FDR DRV     ,N,S,32,1,E,Z,11088001090, , ,           ,73 st sb entrance fdr drv
227,227,1,  73 STREET                     ,N,S,16,2,E, ,11845001010,W, ,13523001010,73 st
228,228,1,  73 STREET EXTENSION           ,N,S,26,1,E, ,11846001010, , ,           ,73 street extension
229,229,1,  73 STREET FDR DRIVE SB EN     ,N,S,32,1,E,Z,11088001120, , ,           ,73 street fdr drive sb en
230,230,1,  74 ST EXTENSION               ,N,S,22,2,E, ,11848001020,W, ,13526001020,74 st extension
231,231,1,  74 STREET                     ,N,S,16,2,E, ,11847001010,W, ,13525001010,74 st
232,232,1,  74 STREET EXTENSION           ,N,S,26,2,E, ,11848001010,W, ,13526001010,74 street extension
233,233,1,  75 ST EXTENSION               ,N,S,22,1,E, ,11850001020, , ,           ,75 st extension
234,234,1,  75 STREET                     ,N,S,16,2,E, ,11849001010,W, ,13527001010,75 st
235,235,1,  75 STREET EXTENSION           ,N,S,26,1,E, ,11850001010, , ,           ,75 street extension
236,236,1,  76 ST EXTENSION               ,N,S,22,1,E, ,11852001020, , ,           ,76 st extension
237,237,1,  76 STREET                     ,N,S,16,2,E, ,11851001010,W, ,13529001010,76 st
238,238,1,  76 STREET EXTENSION           ,N,S,26,1,E, ,11852001010, , ,           ,76 street extension
239,239,1,  77 STREET                     ,N,S,16,2,E, ,11853001010,W, ,13531001010,77 st
240,240,1,  78 ST EXTENSION               ,N,S,22,1,E, ,11856001020, , ,           ,78 st extension
241,241,1,  78 ST FOOT BRIDGE             ,N,S,24,1,E,B,19751025080, , ,           ,78 st foot bridge
242,242,1,  78 ST FOOTBRIDGE              ,N,S,23,1,E,B,19751025060, , ,           ,78 st footbridge
243,243,1,  78 ST PEDESTRIAN BRIDGE       ,N,S,30,1,E,B,19751025040, , ,           ,78 st pedestrian bridge
244,244,1,  78 ST PEDESTRIAN OVERPASS     ,N,S,32,1,E,B,19751025020, , ,           ,78 st pedestrian overpass
245,245,1,  78 STREET                     ,N,S,16,2,E, ,11855001010,W, ,13533001010,78 st
246,246,1,  78 STREET EXTENSION           ,N,S,26,1,E, ,11856001010, , ,           ,78 street extension
247,247,1,  78 STREET FOOT BRIDGE         ,N,S,28,1,E,B,19751025070, , ,           ,78 street foot bridge
248,248,1,  78 STREET FOOTBRIDGE          ,N,S,27,1,E,B,19751025050, , ,           ,78 street footbridge
249,249,1,  78 STREET PEDESTRIAN BRDG     ,N,S,32,1,E,B,19751025030, , ,           ,78 street pedestrian brdg
250,250,1,  78 STREET PEDESTRIAN OVPS     ,N,S,32,1,E,B,19751025010, , ,           ,78 street pedestrian ovps
251,251,1,  79 ST EASTBOUND HHP NB EN     ,N,S,32,1,W,Z,11072001110, , ,           ,79 st eastbound hhp nb en
252,252,1,  79 ST EB ENTRANCE HHP NB      ,N,S,31,1,W,Z,11072001090, , ,           ,79 st eb entrance hhp nb
253,253,1,  79 ST EXTENSION               ,N,S,22,1,E, ,11858001020, , ,           ,79 st extension
254,254,1,  79 ST HHP SOUTHBOUND EN       ,N,S,30,1,W,Z,11069001120, , ,           ,79 st hhp southbound en
255,255,1,  79 ST SB ENTRANCE HHP         ,N,S,28,1,W,Z,11069001100, , ,           ,79 st sb entrance hhp
256,256,1,  79 ST WB ENTRANCE HHP NB      ,N,S,31,1,W,Z,11072501070, , ,           ,79 st wb entrance hhp nb
257,257,1,  79 ST WESTBOUND HHP NB EN     ,N,S,32,1,W,Z,11072501090, , ,           ,79 st westbound hhp nb en
258,258,1,  79 STREET                     ,N,S,16,2,E, ,11857001010,W, ,13535001010,79 st
259,259,1,  79 STREET EB HHP NB EN        ,N,S,29,1,W,Z,11072001120, , ,           ,79 street eb hhp nb en
260,260,1,  79 STREET EXTENSION           ,N,S,26,1,E, ,11858001010, , ,           ,79 street extension
