,Unnamed: 0,boro,stname,numeric_ind,GFT,len_full_name,num_of_progens,progen_word_1,progen_gft_1,progen_b10sc_1,progen_word_2,progen_gft_2,progen_b10sc_2,clean_name
986,986,2, 230 ST NB ENTRANCE I   87      ,N,S,31,1,W,Z,21150501240, , ,           ,230 st nb entrance i 87
987,987,2, 230 ST NB ENTRANCE I-87        ,N,S,29,1,W,Z,21150501280, , ,           ,230 st nb entrance i87
988,988,2, 230 ST NB ENTRANCE IN   87     ,N,S,32,1,W,Z,21150501320, , ,           ,230 st nb entrance in 87
989,989,2, 230 ST NB ENTRANCE MDE         ,N,S,28,1,W,Z,21150501160, , ,           ,230 st nb entrance mde
990,990,2, 230 ST SB ENTRANCE I   87      ,N,S,31,1,W,Z,21143501230, , ,           ,230 st sb entrance i 87
991,991,2, 230 ST SB ENTRANCE I-87        ,N,S,29,1,W,Z,21143501270, , ,           ,230 st sb entrance i87
992,992,2, 230 ST SB ENTRANCE IN   87     ,N,S,32,1,W,Z,21143501310, , ,           ,230 st sb entrance in 87
993,993,2, 230 ST SB ENTRANCE MDE         ,N,S,28,1,W,Z,21143501160, , ,           ,230 st sb entrance mde
994,994,2, 230 STREET                     ,N,S,16,2,E, ,22853001010,W, ,27493001010,230 st
995,995,2, 230 STREET I   87 NB EN        ,N,S,29,1,W,Z,21150501270, , ,           ,230 street i 87 nb en
996,996,2, 230 STREET I   87 SB EN        ,N,S,29,1,W,Z,21143501260, , ,           ,230 street i 87 sb en
997,997,2, 230 STREET I-87 NB EN          ,N,S,27,1,W,Z,21150501310, , ,           ,230 street i87 nb en
998,998,2, 230 STREET I-87 SB EN          ,N,S,27,1,W,Z,21143501300, , ,           ,230 street i87 sb en
999,999,2, 230 STREET IN   87 NB EN       ,N,S,30,1,W,Z,21150501350, , ,           ,230 street in 87 nb en
1000,1000,2, 230 STREET IN   87 SB EN       ,N,S,30,1,W,Z,21143501340, , ,           ,230 street in 87 sb en
1001,1001,2, 230 STREET MDE NB EN           ,N,S,26,1,W,Z,21150501190, , ,           ,230 street mde nb en
1002,1002,2, 230 STREET MDE SB EN           ,N,S,26,1,W,Z,21143501190, , ,           ,230 street mde sb en
1003,1003,2, 230 STREET NB ENTRANCE MDE     ,N,S,32,1,W,Z,21150501170, , ,           ,230 street nb entrance mde
1004,1004,2, 230 STREET SB ENTRANCE MDE     ,N,S,32,1,W,Z,21143501170, , ,           ,230 street sb entrance mde
1005,1005,2, 231 STREET                     ,N,S,16,2,E, ,22856001010,W, ,27496001010,231 st
1006,1006,2, 232 ST EXTENSION               ,N,S,22,1,W, ,27499002020, , ,           ,232 st extension
1007,1007,2, 232 ST HHP NORTHBOUND EN       ,N,S,30,1,W,Z,21131001120, , ,           ,232 st hhp northbound en
1008,1008,2, 232 ST NB ENTRANCE HHP         ,N,S,28,1,W,Z,21131001100, , ,           ,232 st nb entrance hhp
1009,1009,2, 232 ST SB ENTRANCE HHP         ,N,S,28,1,W,Z,21128001100, , ,           ,232 st sb entrance hhp
1010,1010,2, 232 STREET                     ,N,S,16,2,E, ,22859001010,W, ,27499001010,232 st
1011,1011,2, 232 STREET EXTENSION           ,N,S,26,1,W, ,27499002010, , ,           ,232 street extension
1012,1012,2, 232 STREET HHP NB EN           ,N,S,26,1,W,Z,21131001110, , ,           ,232 street hhp nb en
1013,1013,2, 232 STREET HHP SB EN           ,N,S,26,1,W,Z,21128001110, , ,           ,232 street hhp sb en
1014,1014,2, 232 STREET NB ENTRANCE HHP     ,N,S,32,1,W,Z,21131001090, , ,           ,232 street nb entrance hhp
1015,1015,2, 232 STREET SB ENTRANCE HHP     ,N,S,32,1,W,Z,21128001090, , ,           ,232 street sb entrance hhp
1016,1016,2, 233 ST EASTBOUND ROADBED       ,N,S,30,1,E, ,22862003020, , ,           ,233 st eastbound roadbed
1017,1017,2, 233 ST ENTRANCE NB I   87      ,N,S,31,1,E,Z,21156001280, , ,           ,233 st entrance nb i 87
1018,1018,2, 233 ST ENTRANCE NB I-87        ,N,S,29,1,E,Z,21156001320, , ,           ,233 st entrance nb i87
1019,1019,2, 233 ST ENTRANCE NB IN   87     ,N,S,32,1,E,Z,21156001360, , ,           ,233 st entrance nb in 87
1020,1020,2, 233 ST ENTRANCE NB MDE         ,N,S,28,1,E,Z,21156001200, , ,           ,233 st entrance nb mde
1021,1021,2, 233 ST I   87 NB EN            ,N,S,25,1,E,Z,21156001260, , ,           ,233 st i 87 nb en
1022,1022,2, 233 ST I   87 SB EN            ,N,S,25,1,E,Z,21155501260, , ,           ,233 st i 87 sb en
1023,1023,2, 233 ST I-87 NORTHBOUND EN      ,N,S,31,1,E,Z,21156001300, , ,           ,233 st i87 northbound en
1024,1024,2, 233 ST I-87 SOUTHBOUND EN      ,N,S,31,1,E,Z,21155501300, , ,           ,233 st i87 southbound en
1025,1025,2, 233 ST IN   87 NB EN           ,N,S,26,1,E,Z,21156001340, , ,           ,233 st in 87 nb en
1026,1026,2, 233 ST IN   87 SB EN           ,N,S,26,1,E,Z,21155501340, , ,           ,233 st in 87 sb en
1027,1027,2, 233 ST MDE NORTHBOUND EN       ,N,S,30,1,E,Z,21156001180, , ,           ,233 st mde northbound en
1028,1028,2, 233 ST MDE SOUTHBOUND EN       ,N,S,30,1,E,Z,21155501180, , ,           ,233 st mde southbound en
1029,1029,2, 233 ST SB ENTRANCE I   87      ,N,S,31,1,E,Z,21155501240, , ,           ,233 st sb entrance i 87
1030,1030,2, 233 ST SB ENTRANCE I-87        ,N,S,29,1,E,Z,21155501280, , ,           ,233 st sb entrance i87
1031,1031,2, 233 ST SB ENTRANCE IN   87     ,N,S,32,1,E,Z,21155501320, , ,           ,233 st sb entrance in 87
1032,1032,2, 233 ST SB ENTRANCE MDE         ,N,S,28,1,E,Z,21155501160, , ,           ,233 st sb entrance mde
1033,1033,2, 233 ST WESTBOUND ROADBED       ,N,S,30,1,E, ,22862002020, , ,           ,233 st westbound roadbed
1034,1034,2, 233 STREET                     ,N,S,16,2,E, ,22862001010,W, ,27502001010,233 st
1035,1035,2, 233 STREET EB ROADBED          ,N,S,27,1,E, ,22862003010, , ,           ,233 street eb roadbed
1036,1036,2, 233 STREET ENTRANCE NB MDE     ,N,S,32,1,E,Z,21156001210, , ,           ,233 street entrance nb mde
1037,1037,2, 233 STREET I   87 NB EN        ,N,S,29,1,E,Z,21156001270, , ,           ,233 street i 87 nb en
1038,1038,2, 233 STREET I   87 SB EN        ,N,S,29,1,E,Z,21155501270, , ,           ,233 street i 87 sb en
1039,1039,2, 233 STREET I-87 NB EN          ,N,S,27,1,E,Z,21156001310, , ,           ,233 street i87 nb en
1040,1040,2, 233 STREET I-87 SB EN          ,N,S,27,1,E,Z,21155501310, , ,           ,233 street i87 sb en
1041,1041,2, 233 STREET IN   87 NB EN       ,N,S,30,1,E,Z,21156001350, , ,           ,233 street in 87 nb en
1042,1042,2, 233 STREET IN   87 SB EN       ,N,S,30,1,E,Z,21155501350, , ,           ,233 street in 87 sb en
1043,1043,2, 233 STREET MDE NB EN           ,N,S,26,1,E,Z,21156001190, , ,           ,233 street mde nb en
1044,1044,2, 233 STREET MDE SB EN           ,N,S,26,1,E,Z,21155501190, , ,           ,233 street mde sb en
1045,1045,2, 233 STREET SB ENTRANCE MDE     ,N,S,32,1,E,Z,21155501170, , ,           ,233 street sb entrance mde
1046,1046,2, 233 STREET WB ROADBED          ,N,S,27,1,E, ,22862002010, , ,           ,233 street wb roadbed
1047,1047,2, 234 STREET                     ,N,S,16,2,E, ,22865001010,W, ,27503001010,234 st
1048,1048,2, 235 ST BRIDGE                  ,N,S,19,1,W,B,29810022250, , ,           ,235 st bridge
1049,1049,2, 235 ST FOOT BRIDGE             ,N,S,24,1,W,B,29810022210, , ,           ,235 st foot bridge
1050,1050,2, 235 ST FOOTBRIDGE              ,N,S,23,1,W,B,29810022230, , ,           ,235 st footbridge
1051,1051,2, 235 ST PEDESTRIAN BRIDGE       ,N,S,30,1,W,B,29810022190, , ,           ,235 st pedestrian bridge
1052,1052,2, 235 ST PEDESTRIAN OVERPASS     ,N,S,32,1,W,B,29810022170, , ,           ,235 st pedestrian overpass
1053,1053,2, 235 ST-W  236 ST BRIDGE        ,N,S,29,1,W,B,29810022120, , ,           ,235 stw 236 st bridge
1054,1054,2, 235 ST-W  236 ST FOOT BRDG     ,N,S,32,1,W,B,29810022070, , ,           ,235 stw 236 st foot brdg
1055,1055,2, 235 ST-W  236 ST PED BRDG      ,N,S,31,1,W,B,29810022030, , ,           ,235 stw 236 st ped brdg
1056,1056,2, 235 ST-W  236 ST PED OVPS      ,N,S,31,1,W,B,29810022010, , ,           ,235 stw 236 st ped ovps
1057,1057,2, 235 ST-WEST  236 ST BRIDGE     ,N,S,32,1,W,B,29810022130, , ,           ,235 stwest 236 st bridge
1058,1058,2, 235 STREET                     ,N,S,16,2,E, ,22868001010,W, ,27505001010,235 st
1059,1059,2, 235 STREET BRIDGE              ,N,S,23,1,W,B,29810022260, , ,           ,235 street bridge
1060,1060,2, 235 STREET FOOT BRIDGE         ,N,S,28,1,W,B,29810022220, , ,           ,235 street foot bridge
1061,1061,2, 235 STREET FOOTBRIDGE          ,N,S,27,1,W,B,29810022240, , ,           ,235 street footbridge
1062,1062,2, 235 STREET PEDESTRIAN BRDG     ,N,S,32,1,W,B,29810022200, , ,           ,235 street pedestrian brdg
1063,1063,2, 235 STREET PEDESTRIAN OVPS     ,N,S,32,1,W,B,29810022180, , ,           ,235 street pedestrian ovps
1064,1064,2, 236 ST BRIDGE                  ,N,S,19,1,W,B,29810022350, , ,           ,236 st bridge
1065,1065,2, 236 ST FOOT BRIDGE             ,N,S,24,1,W,B,29810022310, , ,           ,236 st foot bridge
1066,1066,2, 236 ST FOOTBRIDGE              ,N,S,23,1,W,B,29810022330, , ,           ,236 st footbridge
1067,1067,2, 236 ST HHP NORTHBOUND EN       ,N,S,30,1,W,Z,21131501120, , ,           ,236 st hhp northbound en
1068,1068,2, 236 ST NB ENTRANCE HHP         ,N,S,28,1,W,Z,21131501100, , ,           ,236 st nb entrance hhp
1069,1069,2, 236 ST PEDESTRIAN BRIDGE       ,N,S,30,1,W,B,29810022290, , ,           ,236 st pedestrian bridge
1070,1070,2, 236 ST PEDESTRIAN OVERPASS     ,N,S,32,1,W,B,29810022270, , ,           ,236 st pedestrian overpass
1071,1071,2, 236 STREET                     ,N,S,16,2,E, ,22871001010,W, ,27508001010,236 st
1072,1072,2, 236 STREET BRIDGE              ,N,S,23,1,W,B,29810022360, , ,           ,236 street bridge
1073,1073,2, 236 STREET FOOT BRIDGE         ,N,S,28,1,W,B,29810022320, , ,           ,236 street foot bridge
1074,1074,2, 236 STREET FOOTBRIDGE          ,N,S,27,1,W,B,29810022340, , ,           ,236 street footbridge
1075,1075,2, 236 STREET HHP NB EN           ,N,S,26,1,W,Z,21131501110, , ,           ,236 street hhp nb en
1076,1076,2, 236 STREET NB ENTRANCE HHP     ,N,S,32,1,W,Z,21131501090, , ,           ,236 street nb entrance hhp
1077,1077,2, 236 STREET PEDESTRIAN BRDG     ,N,S,32,1,W,B,29810022300, , ,           ,236 street pedestrian brdg
1078,1078,2, 236 STREET PEDESTRIAN OVPS     ,N,S,32,1,W,B,29810022280, , ,           ,236 street pedestrian ovps
1079,1079,2, 237 STREET                     ,N,S,16,2,E, ,22874001010,W, ,27511001010,237 st
1080,1080,2, 238 STREET                     ,N,S,16,2,E, ,22877001010,W, ,27512001010,238 st
1081,1081,2, 239 ST EASTBOUND ROADBED       ,N,S,30,1,W, ,27512103020, , ,           ,239 st eastbound roadbed
1082,1082,2, 239 ST HHP SOUTHBOUND EN       ,N,S,30,1,W,Z,21128501120, , ,           ,239 st hhp southbound en
1083,1083,2, 239 ST SB ENTRANCE HHP         ,N,S,28,1,W,Z,21128501100, , ,           ,239 st sb entrance hhp
1084,1084,2, 239 ST WESTBOUND ROADBED       ,N,S,30,1,W, ,27512102020, , ,           ,239 st westbound roadbed
1085,1085,2, 239 STAIRWAY                   ,N,S,18,1,W, ,21899001090, , ,           ,239 stairway
1086,1086,2, 239 STEP STREET                ,N,S,21,1,W, ,21899001080, , ,           ,239 step st
1087,1087,2, 239 STEPS                      ,N,S,15,1,W, ,21899001070, , ,           ,239 steps
1088,1088,2, 239 STREET                     ,N,S,16,2,E, ,22880001010,W, ,27512101010,239 st
1089,1089,2, 239 STREET EB ROADBED          ,N,S,27,1,W, ,27512103010, , ,           ,239 street eb roadbed
1090,1090,2, 239 STREET HHP SB EN           ,N,S,26,1,W,Z,21128501110, , ,           ,239 street hhp sb en
1091,1091,2, 239 STREET SB ENTRANCE HHP     ,N,S,32,1,W,Z,21128501090, , ,           ,239 street sb entrance hhp
1092,1092,2, 239 STREET STAIRWAY            ,N,S,25,1,W, ,21899001050, , ,           ,239 street stairway
1093,1093,2, 239 STREET STWY                ,N,S,21,1,W, ,21899001060, , ,           ,239 street stwy
1094,1094,2, 239 STREET WB ROADBED          ,N,S,27,1,W, ,27512102010, , ,           ,239 street wb roadbed
1095,1095,2, 239 STWY                       ,N,S,14,1,W, ,21899001100, , ,           ,239 stwy
1096,1096,2, 240 STREET                     ,N,S,16,2,E, ,22883001010,W, ,27512201010,240 st
1097,1097,2, 241 STREET                     ,N,S,16,1,E, ,22886001010, , ,           ,241 st
1098,1098,2, 242 STREET                     ,N,S,16,2,E, ,22889001010,W, ,27512501010,242 st
1099,1099,2, 243 STREET                     ,N,S,16,1,E, ,22892001010, , ,           ,243 st
1100,1100,2, 244 STREET                     ,N,S,16,1,W, ,27513001010, , ,           ,244 st
1101,1101,2, 245 STREET                     ,N,S,16,1,W, ,27513501010, , ,           ,245 st
1102,1102,2, 246 ST HHP NORTHBOUND EN       ,N,S,30,1,W,Z,21132501110, , ,           ,246 st hhp northbound en
1103,1103,2, 246 ST NB ENTRANCE HHP         ,N,S,28,1,W,Z,21132501090, , ,           ,246 st nb entrance hhp
1104,1104,2, 246 STREET                     ,N,S,16,1,W,M,27514001010, , ,           ,246 st
1105,1105,2, 246 STREET HHP NB EN           ,N,S,26,1,W,Z,21132501100, , ,           ,246 street hhp nb en
1106,1106,2, 246 STREET NB ENTRANCE HHP     ,N,S,32,1,W,Z,21132501080, , ,           ,246 street nb entrance hhp
1107,1107,2, 247 STREET                     ,N,S,16,1,W, ,27514501010, , ,           ,247 st
1108,1108,2, 248 STREET                     ,N,S,16,1,W, ,26540001020, , ,           ,248 st
1109,1109,2, 249 STREET                     ,N,S,16,1,W, ,27515501010, , ,           ,249 st
1110,1110,2, 250 STREET                     ,N,S,16,1,W, ,27516001010, , ,           ,250 st
1111,1111,2, 251 STREET                     ,N,S,16,1,W, ,27517001010, , ,           ,251 st
1112,1112,2, 252 STREET                     ,N,S,16,1,W, ,27517501010, , ,           ,252 st
1113,1113,2, 253 ST HHP NORTHBOUND EN       ,N,S,30,1,W,Z,21133001120, , ,           ,253 st hhp northbound en
1114,1114,2, 253 ST NB ENTRANCE HHP         ,N,S,28,1,W,Z,21133001100, , ,           ,253 st nb entrance hhp
1115,1115,2, 253 STREET                     ,N,S,16,1,W, ,27518001010, , ,           ,253 st
1116,1116,2, 253 STREET HHP NB EN           ,N,S,26,1,W,Z,21133001110, , ,           ,253 street hhp nb en
1117,1117,2, 253 STREET NB ENTRANCE HHP     ,N,S,32,1,W,Z,21133001090, , ,           ,253 street nb entrance hhp
1118,1118,2, 254 ST BRIDGE                  ,N,S,19,1,W,B,29810023090, , ,           ,254 st bridge
1119,1119,2, 254 ST FOOT BRIDGE             ,N,S,24,1,W,B,29810023050, , ,           ,254 st foot bridge
1120,1120,2, 254 ST FOOTBRIDGE              ,N,S,23,1,W,B,29810023070, , ,           ,254 st footbridge
1121,1121,2, 254 ST HHP SOUTHBOUND EN       ,N,S,30,1,W,Z,21129001120, , ,           ,254 st hhp southbound en
1122,1122,2, 254 ST PEDESTRIAN BRIDGE       ,N,S,30,1,W,B,29810023030, , ,           ,254 st pedestrian bridge
1123,1123,2, 254 ST PEDESTRIAN OVERPASS     ,N,S,32,1,W,B,29810023010, , ,           ,254 st pedestrian overpass
1124,1124,2, 254 ST SB ENTRANCE HHP         ,N,S,28,1,W,Z,21129001100, , ,           ,254 st sb entrance hhp
1125,1125,2, 254 STREET                     ,N,S,16,1,W, ,27518501010, , ,           ,254 st
1126,1126,2, 254 STREET BRIDGE              ,N,S,23,1,W,B,29810023100, , ,           ,254 street bridge
1127,1127,2, 254 STREET FOOT BRIDGE         ,N,S,28,1,W,B,29810023060, , ,           ,254 street foot bridge
1128,1128,2, 254 STREET FOOTBRIDGE          ,N,S,27,1,W,B,29810023080, , ,           ,254 street footbridge
1129,1129,2, 254 STREET HHP SB EN           ,N,S,26,1,W,Z,21129001110, , ,           ,254 street hhp sb en
1130,1130,2, 254 STREET PEDESTRIAN BRDG     ,N,S,32,1,W,B,29810023040, , ,           ,254 street pedestrian brdg
1131,1131,2, 254 STREET PEDESTRIAN OVPS     ,N,S,32,1,W,B,29810023020, , ,           ,254 street pedestrian ovps
1132,1132,2, 254 STREET SB ENTRANCE HHP     ,N,S,32,1,W,Z,21129001090, , ,           ,254 street sb entrance hhp
1133,1133,2, 255 STREET                     ,N,S,16,1,W, ,27519001010, , ,           ,255 st
1134,1134,2, 256 STREET                     ,N,S,16,1,W, ,27519501010, , ,           ,256 st
1135,1135,2, 258 STREET                     ,N,S,16,1,W, ,27520001010, , ,           ,258 st
1136,1136,2, 259 STREET                     ,N,S,16,1,W, ,27523001010, , ,           ,259 st
1137,1137,2, 260 STREET                     ,N,S,16,1,W, ,27526001010, , ,           ,260 st
1138,1138,2, 261 STREET                     ,N,S,16,1,W, ,27529001010, , ,           ,261 st
1139,1139,2, 262 STREET                     ,N,S,16,1,W, ,27532001010, , ,           ,262 st
1140,1140,2, 263 STREET                     ,N,S,16,1,W, ,27535001010, , ,           ,263 st
1141,1141,2,BAY AVENUE                      , ,S,15,1,E, ,22910001010, , ,           ,bay ave
1142,1142,2,BAY AVENUE EXTENSION            , ,S,25,1,E, ,20403401010, , ,           ,bay ave extension
1143,1143,2,BURNSIDE AVENUE                 , ,S,20,2,E, ,22912001010,W, ,27537001010,burnside ave
1144,1144,2,BURNSIDE AVENUE EB ROADBED      , ,S,31,1,E, ,22912003010, , ,           ,burnside ave eb roadbed
1145,1145,2,BURNSIDE AVENUE WB ROADBED      , ,S,31,1,E, ,22912002010, , ,           ,burnside ave wb roadbed
1146,1146,2,FARM SQUARE                     , ,S,16,1,W,A,27646001020, , ,           ,farm sq
1147,1147,2,FARMS ROAD                      , ,S,15,1,W, ,27645001010, , ,           ,farms rd
1148,1148,2,FARMS ROAD NB ROADBED           , ,S,26,1,W, ,27645003010, , ,           ,farms road nb roadbed
1149,1149,2,FARMS ROAD SB ROADBED           , ,S,26,1,W, ,27645002010, , ,           ,farms road sb roadbed
1150,1150,2,FARMS SQUARE                    , ,S,17,1,W,A,27646001010, , ,           ,farms sq
1151,1151,2,FARMS SQUARE PLAZA              , ,S,23,1,W,A,27646001030, , ,           ,farms sq plz
1152,1152,2,FORDHAM ROAD                    , ,S,17,2,E, ,22922001010,W, ,27665001010,fordham rd
1153,1153,2,FORDHAM ROAD EB ROADBED         , ,S,28,2,E, ,22922005010,W, ,27665003010,fordham road eb roadbed
1154,1154,2,FORDHAM ROAD I   87 NB EN       ,N,S,30,1,W,Z,21151501160, , ,           ,fordham road i 87 nb en
1155,1155,2,FORDHAM ROAD I   87 SB EN       ,N,S,30,1,W,Z,21144501160, , ,           ,fordham road i 87 sb en
1156,1156,2,FORDHAM ROAD I-87 NB EN         ,N,S,28,1,W,Z,21151501180, , ,           ,fordham road i87 nb en
1157,1157,2,FORDHAM ROAD I-87 SB EN         ,N,S,28,1,W,Z,21144501180, , ,           ,fordham road i87 sb en
1158,1158,2,FORDHAM ROAD IN   87 NB EN      ,N,S,31,1,W,Z,21151501200, , ,           ,fordham road in 87 nb en
1159,1159,2,FORDHAM ROAD IN   87 SB EN      ,N,S,31,1,W,Z,21144501200, , ,           ,fordham road in 87 sb en
1160,1160,2,FORDHAM ROAD MDE NB EN          , ,S,27,1,W,Z,21151501120, , ,           ,fordham road mde nb en
1161,1161,2,FORDHAM ROAD MDE SB EN          , ,S,27,1,W,Z,21144501120, , ,           ,fordham road mde sb en
1162,1162,2,FORDHAM ROAD WB ROADBED         , ,S,28,2,E, ,22922004010,W, ,27665002010,fordham road wb roadbed
1163,1163,2,GUN HILL ROAD BRP NB EN         , ,S,28,1,E,Z,21089001060, , ,           ,gun hill road brp nb en
1164,1164,2,GUN HILL ROAD I   95 SB EN      ,N,S,31,1,E,Z,21108001180, , ,           ,gun hill road i 95 sb en
1165,1165,2,GUN HILL ROAD I-95 SB EN        ,N,S,29,1,E,Z,21108001140, , ,           ,gun hill road i95 sb en
1166,1166,2,GUN HILL ROAD IN   95 SB EN     ,N,S,32,1,E,Z,21108001160, , ,           ,gun hill road in 95 sb en
1167,1167,2,GUN HILL ROAD MSP NB EN         , ,S,28,1,W,Z,21092501060, , ,           ,gun hill road msp nb en
1168,1168,2,GUN HILL ROAD SB I   95 EN      ,N,S,31,1,E,Z,21108001120, , ,           ,gun hill road sb i 95 en
1169,1169,2,GUN HILL ROAD SB NET EN         , ,S,28,1,E,Z,21108001100, , ,           ,gun hill road sb net en
1170,1170,2,KINGSBDGE ROAD                  , ,S,19,2,E, ,22902001020,W, ,27655001040,kingsbdge rd
1171,1171,2,KINGSBRIDGE ROAD                , ,S,21,2,E, ,22902001010,W, ,27655001010,kingsbridge rd
1172,1172,2,KINGSBRIDGE ROAD EB ROADBED     , ,S,32,2,E, ,22902005010,W, ,27655003010,kingsbridge road eb roadbed
1173,1173,2,KINGSBRIDGE ROAD WB ROADBED     , ,S,32,2,E, ,22902002010,W, ,27655002010,kingsbridge road wb roadbed
1174,1174,2,MOSHOLU PARKWAY NORTH           , ,S,26,2,E, ,22943001010,W, ,27677001010,mosholu parkway n
1175,1175,2,MOSHOLU PARKWAY SOUTH           , ,S,26,2,E, ,22945001010,W, ,27679001010,mosholu parkway s
1176,1176,2,MOUNT EDEN AVENUE               , ,S,22,2,E, ,22952001020,W, ,27680001040,mount eden ave
1177,1177,2,MT EDEN AVENUE                  , ,S,19,2,E, ,22952001010,W, ,27680001010,mt eden ave
1178,1178,2,MT EDEN AVENUE EB ROADBED       , ,S,30,1,E, ,22952006010, , ,           ,mt eden ave eb roadbed
1179,1179,2,MT EDEN AVENUE WB ROADBED       , ,S,30,1,E, ,22952005010, , ,           ,mt eden ave wb roadbed
1180,1180,2,NONATIONS ISLAND SHORELINE      , ,S,31,1,E,O,26474516020, , ,           ,nonations island shoreline
1181,1181,2,NONATIONS SHORELINE             , ,S,24,1,E,O,26474516010, , ,           ,nonations shoreline
1182,1182,2,TREMONT AVENUE                  , ,S,19,2,E, ,22962001010,W, ,27685001010,tremont ave
1183,1183,2,TREMONT AVENUE EB ROADBED       , ,S,30,1,E, ,22962003010, , ,           ,tremont ave eb roadbed
1184,1184,2,TREMONT AVENUE WB ROADBED       , ,S,30,1,E, ,22962002010, , ,           ,tremont ave wb roadbed
